,Day_Number,World,Job,Points,Rank,Name
0,3,carbuncle,CRP,303385,1,카르밀라
1,3,carbuncle,CRP,300982,2,해파링
2,3,carbuncle,CRP,231753,3,벨브
3,3,carbuncle,CRP,227608,4,담유
4,3,carbuncle,CRP,210986,5,Roze
5,3,carbuncle,CRP,190379,6,페이페이
6,3,carbuncle,CRP,184846,7,림셔벗
7,3,carbuncle,CRP,172888,8,르타오
8,3,carbuncle,CRP,140801,9,샤이엔
9,3,carbuncle,CRP,125323,10,폭주기관차
10,3,carbuncle,CRP,117658,11,Mandarin
11,3,carbuncle,CRP,101921,12,Sandg
12,3,carbuncle,CRP,101447,13,제타벤슨
13,3,carbuncle,CRP,93280,14,프린클
14,3,carbuncle,CRP,92137,15,헤스티오
15,3,carbuncle,CRP,84441,16,양덕만
16,3,carbuncle,CRP,67275,17,시리우스
17,3,carbuncle,CRP,50596,18,귤곰
18,3,carbuncle,CRP,36310,19,곰구리
19,3,carbuncle,CRP,34639,20,트리키
20,3,carbuncle,CRP,32850,21,온새온새
21,3,carbuncle,CRP,29101,22,관엽식물
22,3,carbuncle,CRP,28590,23,쵸'
23,3,carbuncle,CRP,27862,24,뺘압
24,3,carbuncle,CRP,23246,25,싸부
25,3,carbuncle,CRP,22657,26,레아메
26,3,carbuncle,CRP,22597,27,학라
27,3,carbuncle,CRP,21776,28,연명
28,3,carbuncle,CRP,20561,29,리제
29,3,carbuncle,CRP,19939,30,네이텐
30,3,carbuncle,CRP,18475,31,니아시
31,3,carbuncle,CRP,18461,32,아지안
32,3,carbuncle,CRP,18150,33,서닌장
33,3,carbuncle,CRP,17767,34,힐줄랑말랑'
34,3,carbuncle,CRP,17707,35,재환
35,3,carbuncle,CRP,17333,36,넛츠
36,3,carbuncle,CRP,17330,37,민용
37,3,carbuncle,CRP,17323,38,디로
38,3,carbuncle,CRP,17204,39,소네트
39,3,carbuncle,CRP,16523,40,찬현
40,3,carbuncle,CRP,16131,41,필트오버
41,3,carbuncle,CRP,15684,42,Iscaria
42,3,carbuncle,CRP,15501,43,옷걸이
43,3,carbuncle,CRP,14927,44,사로
44,3,carbuncle,CRP,14812,45,림사
45,3,carbuncle,CRP,14414,46,단팥당고
46,3,carbuncle,CRP,14254,47,아울엔
47,3,carbuncle,CRP,14151,48,메핌
48,3,carbuncle,CRP,13908,49,아재
49,3,carbuncle,CRP,13394,50,세쭈
50,3,carbuncle,CRP,13109,51,Newlyn
51,3,carbuncle,CRP,12684,52,영광
52,3,carbuncle,CRP,12392,53,김히리
53,3,carbuncle,CRP,12142,54,세루토
54,3,carbuncle,CRP,12136,55,박도혜
55,3,carbuncle,CRP,11848,56,키라쉬
56,3,carbuncle,CRP,11332,57,비올란테
57,3,carbuncle,CRP,11017,58,루르샤린
58,3,carbuncle,CRP,10935,59,검방쥔냐이트
59,3,carbuncle,CRP,10650,60,사헌
60,3,carbuncle,CRP,10371,61,뉴비지만
61,3,carbuncle,CRP,10332,62,소트소트
62,3,carbuncle,CRP,10290,63,힘먀
63,3,carbuncle,CRP,9985,64,러브메
64,3,carbuncle,CRP,9841,65,니니아
65,3,carbuncle,CRP,9619,66,쑤우
66,3,carbuncle,CRP,9538,67,숨숨
67,3,carbuncle,CRP,9484,68,Masmas
68,3,carbuncle,CRP,9392,69,Godiard
69,3,carbuncle,CRP,9000,70,한기린
70,3,carbuncle,CRP,8948,71,평정
71,3,carbuncle,CRP,8938,72,이젤란
72,3,carbuncle,CRP,8846,73,디랑
73,3,carbuncle,CRP,8519,74,바야흐로
74,3,carbuncle,CRP,8517,75,렌싱
75,3,carbuncle,CRP,8509,76,냥아재
76,3,carbuncle,CRP,8484,77,망고스틴'
77,3,carbuncle,CRP,8408,78,메가실드
78,3,carbuncle,CRP,8100,79,제갈감자
79,3,carbuncle,CRP,7950,80,아마이조
80,3,carbuncle,CRP,7861,81,다오니다온
81,3,carbuncle,CRP,7696,82,격언
82,3,carbuncle,CRP,7589,83,김다혜
83,3,carbuncle,CRP,7406,84,하밀
84,3,carbuncle,CRP,7391,85,Sar'a
85,3,carbuncle,CRP,7380,86,앙겔
86,3,carbuncle,CRP,7290,87,발로란
87,3,carbuncle,CRP,6965,88,포리링
88,3,carbuncle,CRP,6945,89,캰쟈
89,3,carbuncle,CRP,6810,90,곽민수
90,3,carbuncle,CRP,6690,91,펭딘
91,3,carbuncle,CRP,6518,92,켈피
92,3,carbuncle,CRP,6510,93,참정성
93,3,carbuncle,CRP,6510,94,해파리고래
94,3,carbuncle,CRP,6372,95,코코히카리
95,3,carbuncle,CRP,6130,96,채원
96,3,carbuncle,CRP,5926,97,여름별
97,3,carbuncle,CRP,5791,98,Lullaby
98,3,carbuncle,CRP,5759,99,악한
99,3,carbuncle,CRP,5548,100,프란시즈
100,3,carbuncle,BSM,476187,1,트레오닌
101,3,carbuncle,BSM,450000,2,Ciel
102,3,carbuncle,BSM,341196,3,바이올렛헌터
103,3,carbuncle,BSM,237733,4,미미레미레
104,3,carbuncle,BSM,206803,5,회오리감자
105,3,carbuncle,BSM,184901,6,택배업자
106,3,carbuncle,BSM,176956,7,뱁새세아
107,3,carbuncle,BSM,163740,8,남익황
108,3,carbuncle,BSM,119420,9,어둠의흑설탕도끼
109,3,carbuncle,BSM,94883,10,머스타드쏘쓰
110,3,carbuncle,BSM,85147,11,프린클
111,3,carbuncle,BSM,82769,12,월묘'
112,3,carbuncle,BSM,82663,13,옐버
113,3,carbuncle,BSM,72732,14,백사해
114,3,carbuncle,BSM,71479,15,Rubin
115,3,carbuncle,BSM,68645,16,곽민수
116,3,carbuncle,BSM,60203,17,튠버기
117,3,carbuncle,BSM,43290,18,깡패햄스터
118,3,carbuncle,BSM,36191,19,엔쵸비
119,3,carbuncle,BSM,35365,20,오르비
120,3,carbuncle,BSM,34035,21,사과파이살인사건
121,3,carbuncle,BSM,24012,22,미다'
122,3,carbuncle,BSM,23323,23,Grahatia
123,3,carbuncle,BSM,22408,24,가이아스
124,3,carbuncle,BSM,19608,25,소트소트
125,3,carbuncle,BSM,19497,26,별목화
126,3,carbuncle,BSM,18938,27,미인수
127,3,carbuncle,BSM,17818,28,달볓
128,3,carbuncle,BSM,17325,29,켈피
129,3,carbuncle,BSM,16930,30,Hwavan
130,3,carbuncle,BSM,15359,31,응호
131,3,carbuncle,BSM,14400,32,매화님
132,3,carbuncle,BSM,13694,33,고구마돌이
133,3,carbuncle,BSM,11700,34,세야린
134,3,carbuncle,BSM,11545,35,이리'
135,3,carbuncle,BSM,11383,36,아이크반츠
136,3,carbuncle,BSM,11250,37,유스
137,3,carbuncle,BSM,11138,38,김스승
138,3,carbuncle,BSM,11043,39,잇사갈
139,3,carbuncle,BSM,10230,40,로저맥클로어
140,3,carbuncle,BSM,10142,41,천사
141,3,carbuncle,BSM,10077,42,아미시아
142,3,carbuncle,BSM,10019,43,강세
143,3,carbuncle,BSM,9852,44,바르타
144,3,carbuncle,BSM,9001,45,새라
145,3,carbuncle,BSM,8923,46,세루토
146,3,carbuncle,BSM,8888,47,포디사디
147,3,carbuncle,BSM,8805,48,천직
148,3,carbuncle,BSM,8700,49,진아
149,3,carbuncle,BSM,8670,50,필로시코스
150,3,carbuncle,BSM,8636,51,머그
151,3,carbuncle,BSM,8539,52,연두부데워먹기
152,3,carbuncle,BSM,8182,53,아케미
153,3,carbuncle,BSM,8145,54,굴구
154,3,carbuncle,BSM,7999,55,얼굴
155,3,carbuncle,BSM,7676,56,커즈
156,3,carbuncle,BSM,7418,57,무테
157,3,carbuncle,BSM,7380,58,보리밀
158,3,carbuncle,BSM,6930,59,애옹이귀여웡
159,3,carbuncle,BSM,6870,60,가룬
160,3,carbuncle,BSM,6748,61,나래나래
161,3,carbuncle,BSM,6694,62,아르타니스
162,3,carbuncle,BSM,6497,63,따당
163,3,carbuncle,BSM,6266,64,세탁
164,3,carbuncle,BSM,6139,65,스치아르
165,3,carbuncle,BSM,6135,66,치코포코
166,3,carbuncle,BSM,6113,67,용찬
167,3,carbuncle,BSM,6079,68,안디바
168,3,carbuncle,BSM,6060,69,부겐빌레아
169,3,carbuncle,BSM,6000,70,Niveus
170,3,carbuncle,BSM,5939,71,낰낰
171,3,carbuncle,BSM,5685,72,티그리스
172,3,carbuncle,BSM,5434,73,하나인
173,3,carbuncle,BSM,4860,74,피카츄빵
174,3,carbuncle,BSM,4800,75,아델리'
175,3,carbuncle,BSM,4080,76,이지탄
176,3,carbuncle,BSM,4015,77,무기징역
177,3,carbuncle,BSM,3990,78,박남욱군의비명
178,3,carbuncle,BSM,3883,79,머꼬이곤
179,3,carbuncle,BSM,3870,80,세메렌
180,3,carbuncle,BSM,3845,81,레아메
181,3,carbuncle,BSM,3810,82,빈나
182,3,carbuncle,BSM,3690,83,나노링'
183,3,carbuncle,BSM,3600,84,슈뢰딩거의고양이
184,3,carbuncle,BSM,3595,85,나흐트코볼트
185,3,carbuncle,BSM,3562,86,늄비
186,3,carbuncle,BSM,3490,87,금림
187,3,carbuncle,BSM,3450,88,아고르
188,3,carbuncle,BSM,3315,89,정지명령
189,3,carbuncle,BSM,3188,90,리뎀션
190,3,carbuncle,BSM,3179,91,사망
191,3,carbuncle,BSM,3088,92,카샤다라
192,3,carbuncle,BSM,3070,93,마마에마에
193,3,carbuncle,BSM,3000,94,대악마
194,3,carbuncle,BSM,3000,95,북두칠성
195,3,carbuncle,BSM,2995,96,이든
196,3,carbuncle,BSM,2989,97,다비흐
197,3,carbuncle,BSM,2880,98,감모모
198,3,carbuncle,BSM,2854,99,고장난시계
199,3,carbuncle,BSM,2850,100,란아
200,3,carbuncle,ARM,776320,1,환경
201,3,carbuncle,ARM,603397,2,림셔벗
202,3,carbuncle,ARM,594583,3,여름물고기
203,3,carbuncle,ARM,500523,4,빠른바람
204,3,carbuncle,ARM,498811,5,라프란체
205,3,carbuncle,ARM,452542,6,리유니엘
206,3,carbuncle,ARM,359310,7,마콩
207,3,carbuncle,ARM,355257,8,최아치
208,3,carbuncle,ARM,262063,9,메스테
209,3,carbuncle,ARM,258025,10,Noxa
210,3,carbuncle,ARM,240012,11,다미다미
