,Day_Number,World,Job,Points,Rank,Name
0,5,carbuncle,CRP,1257400,NaN,림셔벗
1,5,carbuncle,CRP,708695,NaN,어빈
2,5,carbuncle,CRP,694824,NaN,진지한죠스바
3,5,carbuncle,CRP,626393,NaN,슈퍼잡초
4,5,carbuncle,CRP,614093,NaN,카르밀라
5,5,carbuncle,CRP,520305,NaN,윤새강
6,5,carbuncle,CRP,516622,NaN,건하
7,5,carbuncle,CRP,514623,NaN,레아메
8,5,carbuncle,CRP,506350,NaN,엘라헤'
9,5,carbuncle,CRP,499747,NaN,하양이잇
10,5,carbuncle,CRP,480453,NaN,Roze
11,5,carbuncle,CRP,437719,NaN,챠티
12,5,carbuncle,CRP,413010,NaN,꼬기
13,5,carbuncle,CRP,378061,NaN,키아리
14,5,carbuncle,CRP,373567,NaN,과꽃
15,5,carbuncle,CRP,300749,NaN,우유앙팡
16,5,carbuncle,CRP,236900,NaN,클릿클릿
17,5,carbuncle,CRP,227721,NaN,장애물
18,5,carbuncle,CRP,207829,NaN,박도혜
19,5,carbuncle,CRP,204238,NaN,붉은달
20,5,carbuncle,CRP,195305,NaN,니니아
21,5,carbuncle,CRP,172696,NaN,Amnehiles
22,5,carbuncle,CRP,142516,NaN,호리애
23,5,carbuncle,CRP,131976,NaN,메가실드
24,5,carbuncle,CRP,125195,NaN,버나미
25,5,carbuncle,CRP,123740,NaN,요정학입문
26,5,carbuncle,CRP,119989,NaN,강민
27,5,carbuncle,CRP,117166,NaN,빙둔
28,5,carbuncle,CRP,90379,NaN,제레미드쉬펠
29,5,carbuncle,CRP,87241,NaN,밥돌이
30,5,carbuncle,CRP,85919,NaN,메핌
31,5,carbuncle,CRP,72965,NaN,성직자
32,5,carbuncle,CRP,68997,NaN,카타크
33,5,carbuncle,CRP,66362,NaN,뚜비둡
34,5,carbuncle,CRP,59242,NaN,두운
35,5,carbuncle,CRP,58594,NaN,Rubia
36,5,carbuncle,CRP,52030,NaN,곱하기
37,5,carbuncle,CRP,51336,NaN,엘가난
38,5,carbuncle,CRP,45868,NaN,아레인
39,5,carbuncle,CRP,41098,NaN,티그리스
40,5,carbuncle,CRP,39011,NaN,회오리감자
41,5,carbuncle,CRP,38523,NaN,하쿠온
42,5,carbuncle,CRP,31624,NaN,렘피르
43,5,carbuncle,CRP,29603,NaN,루제로
44,5,carbuncle,CRP,28869,NaN,탄빵이
45,5,carbuncle,CRP,27928,NaN,코다
46,5,carbuncle,CRP,26730,NaN,톤토리
47,5,carbuncle,CRP,23639,NaN,알데바란
48,5,carbuncle,CRP,22455,NaN,신은삼
49,5,carbuncle,CRP,22179,NaN,따뜻한핫초코
50,5,carbuncle,CRP,21331,NaN,세피로트
51,5,carbuncle,CRP,20959,NaN,부겐빌레아
52,5,carbuncle,CRP,20575,NaN,Mandarin
53,5,carbuncle,CRP,18513,NaN,Grahatia
54,5,carbuncle,CRP,15740,NaN,든세
