,Day_Number,World,Job,Points,Rank,Name
0,10,carbuncle,CRP,2375806,1,셀크
1,10,carbuncle,CRP,2214136,2,샤리엔
2,10,carbuncle,CRP,2017659,3,림셔벗
3,10,carbuncle,CRP,1542593,4,오팔오팔
4,10,carbuncle,CRP,1500000,5,Ciel
5,10,carbuncle,CRP,1400000,6,카르밀라
6,10,carbuncle,CRP,1179853,7,페이페이
7,10,carbuncle,CRP,1068888,8,귤곰
8,10,carbuncle,CRP,1051671,9,단령
9,10,carbuncle,CRP,1047034,10,Roze
10,10,carbuncle,CRP,935612,11,리에페
11,10,carbuncle,CRP,922791,12,Jucie
12,10,carbuncle,CRP,920381,13,제콩
13,10,carbuncle,CRP,917344,14,Lure
14,10,carbuncle,CRP,906125,15,복공자
15,10,carbuncle,CRP,900604,16,Nicky
16,10,carbuncle,CRP,859825,17,메가실드
17,10,carbuncle,CRP,832259,18,졸려졸려졸려
18,10,carbuncle,CRP,823445,19,니니아
19,10,carbuncle,CRP,822582,20,로윈
20,10,carbuncle,CRP,820855,21,설찬
21,10,carbuncle,CRP,780811,22,일레인
22,10,carbuncle,CRP,773214,23,스메
23,10,carbuncle,CRP,765973,24,상은
24,10,carbuncle,CRP,732139,25,폭주기관차
25,10,carbuncle,CRP,727952,26,우리집오르슈팡
26,10,carbuncle,CRP,682724,27,치즈소세지살식마
27,10,carbuncle,CRP,634735,28,오르비
28,10,carbuncle,CRP,561178,29,관엽식물
29,10,carbuncle,CRP,560762,30,토토
30,10,carbuncle,CRP,560745,31,아레인
31,10,carbuncle,CRP,482950,32,르메리비얀
32,10,carbuncle,CRP,477279,33,섭목이
33,10,carbuncle,CRP,288638,34,실버하이니스
34,10,carbuncle,CRP,254648,35,츠읔
35,10,carbuncle,CRP,220898,36,클로비스
36,10,carbuncle,CRP,208810,37,알데바란
37,10,carbuncle,CRP,183156,38,묭윰
38,10,carbuncle,CRP,151773,39,Michael
39,10,carbuncle,CRP,115980,40,기뮨
40,10,carbuncle,CRP,113320,41,타인'
41,10,carbuncle,CRP,105001,42,어빈
42,10,carbuncle,CRP,104316,43,린함펠만
43,10,carbuncle,CRP,100061,44,환경
44,10,carbuncle,CRP,97877,45,디로
45,10,carbuncle,CRP,91809,46,메핌
46,10,carbuncle,CRP,88359,47,힐줄랑말랑'
47,10,carbuncle,CRP,79558,48,뀨리
48,10,carbuncle,CRP,77749,49,추릇
49,10,carbuncle,CRP,74601,50,딘보
50,10,carbuncle,CRP,70697,51,루칼리스
51,10,carbuncle,CRP,68936,52,강세
52,10,carbuncle,CRP,62404,53,창민
53,10,carbuncle,CRP,54651,54,사드
54,10,carbuncle,CRP,53453,55,담유
55,10,carbuncle,CRP,40151,56,명품여사장이에요
56,10,carbuncle,CRP,36467,57,포디사디
57,10,carbuncle,CRP,34693,58,카샤퀘렐
58,10,carbuncle,CRP,33235,59,뺘압
59,10,carbuncle,CRP,32839,60,라르바
60,10,carbuncle,CRP,32799,61,록리
61,10,carbuncle,CRP,32079,62,파피오페딜럼
62,10,carbuncle,CRP,27999,63,대길
63,10,carbuncle,CRP,27882,64,네샨
64,10,carbuncle,CRP,27253,65,비올란테
65,10,carbuncle,CRP,27086,66,조돌
66,10,carbuncle,CRP,26348,67,장티푸스
67,10,carbuncle,CRP,24897,68,여울로
68,10,carbuncle,CRP,23233,69,해파리고래
69,10,carbuncle,CRP,23232,70,리라이
70,10,carbuncle,CRP,22456,71,김소금
71,10,carbuncle,CRP,21817,72,Rubia
72,10,carbuncle,CRP,20864,73,우리집아기고양이
73,10,carbuncle,CRP,20054,74,다휘
74,10,carbuncle,CRP,19658,75,로메리아
75,10,carbuncle,CRP,19078,76,먼지덕사
76,10,carbuncle,CRP,18911,77,타리크
77,10,carbuncle,CRP,18413,78,아이레네
78,10,carbuncle,CRP,18280,79,이웃집피자
79,10,carbuncle,CRP,17893,80,하이드렌지아
80,10,carbuncle,CRP,17268,81,트리키
81,10,carbuncle,CRP,17236,82,딸내미
82,10,carbuncle,CRP,17058,83,셋꼬등어
83,10,carbuncle,CRP,16452,84,야나하
84,10,carbuncle,CRP,14382,85,설백합
85,10,carbuncle,CRP,13830,86,라랴
86,10,carbuncle,CRP,13545,87,라반
87,10,carbuncle,CRP,13394,88,비샤
88,10,carbuncle,CRP,13332,89,탄빵이
89,10,carbuncle,CRP,13277,90,김고통
90,10,carbuncle,CRP,12987,91,김븨엘
91,10,carbuncle,CRP,12000,92,마일
92,10,carbuncle,CRP,11979,93,토리엘
93,10,carbuncle,CRP,11308,94,보리스일럼
94,10,carbuncle,CRP,10944,95,시베이카
95,10,carbuncle,CRP,10834,96,유안
96,10,carbuncle,CRP,10583,97,흰월
97,10,carbuncle,CRP,10470,98,애옹이귀여웡
98,10,carbuncle,CRP,10368,99,슬픔의위안
99,10,carbuncle,CRP,10142,100,일릴리오
100,10,carbuncle,CRP,9301,101,토맹이
101,10,carbuncle,CRP,9297,102,칼리슈페
102,10,carbuncle,CRP,9043,103,스타사파이어
103,10,carbuncle,CRP,8837,104,보보리
104,10,carbuncle,CRP,8772,105,시스카
105,10,carbuncle,CRP,8466,106,Rimo
106,10,carbuncle,CRP,8179,107,호모사피엔스
107,10,carbuncle,CRP,8097,108,기찬
108,10,carbuncle,CRP,8086,109,기요
109,10,carbuncle,CRP,7953,110,아케미
110,10,carbuncle,CRP,7330,111,레이토
111,10,carbuncle,CRP,7237,112,렌팡렌팡
112,10,carbuncle,CRP,7008,113,알비르
113,10,carbuncle,CRP,6712,114,도다리
114,10,carbuncle,CRP,6673,115,로메릭비
115,10,carbuncle,CRP,6419,116,시에릭티아
116,10,carbuncle,CRP,6300,117,페라오
117,10,carbuncle,CRP,6243,118,라무라무
118,10,carbuncle,CRP,6150,119,헤트릭스
119,10,carbuncle,CRP,6120,120,밀삐
120,10,carbuncle,CRP,6102,121,겨울이야기
121,10,carbuncle,CRP,5946,122,단나
122,10,carbuncle,CRP,5910,123,날뛰는사자
123,10,carbuncle,CRP,5662,124,기계북극곰
124,10,carbuncle,CRP,5113,125,달의반란
125,10,carbuncle,CRP,5086,126,뼈없는생선
126,10,carbuncle,CRP,4944,127,네이텐
127,10,carbuncle,CRP,4837,128,라스린
128,10,carbuncle,CRP,4740,129,아이'브라이트
129,10,carbuncle,CRP,4478,130,Nuri
130,10,carbuncle,CRP,4016,131,Hodi
131,10,carbuncle,CRP,3914,132,프레이'이스마일
132,10,carbuncle,CRP,3840,133,이레일
133,10,carbuncle,CRP,3645,134,지헌
134,10,carbuncle,CRP,3512,135,푸피린
135,10,carbuncle,CRP,3476,136,Panbee
136,10,carbuncle,CRP,3240,137,쑤우
137,10,carbuncle,CRP,3159,138,라이디스트
138,10,carbuncle,CRP,3146,139,북두칠성
139,10,carbuncle,CRP,3083,140,인닝
140,10,carbuncle,CRP,3022,141,라프리스
141,10,carbuncle,CRP,3013,142,리제
142,10,carbuncle,CRP,3000,143,갈레트
143,10,carbuncle,CRP,2982,144,히소카
144,10,carbuncle,CRP,2970,145,로지엔
145,10,carbuncle,CRP,2913,146,세별
146,10,carbuncle,CRP,2910,147,연쨩님
147,10,carbuncle,CRP,2905,148,하운드레이크
148,10,carbuncle,CRP,2903,149,쿠로야나기쥰이치
149,10,carbuncle,CRP,2794,150,흰눈
150,10,carbuncle,CRP,2728,151,물범
151,10,carbuncle,CRP,2690,152,유서아
152,10,carbuncle,CRP,2645,153,까만소금
153,10,carbuncle,CRP,2585,154,흰머리수리
154,10,carbuncle,CRP,2563,155,케일
155,10,carbuncle,CRP,2502,156,레티시엘
156,10,carbuncle,CRP,2461,157,크로니카
157,10,carbuncle,CRP,2393,158,Ggam
158,10,carbuncle,CRP,2250,159,유프
159,10,carbuncle,CRP,2250,160,트리스트람
160,10,carbuncle,CRP,2220,161,보붕
161,10,carbuncle,CRP,2201,162,메이
162,10,carbuncle,CRP,2102,163,콤코미
163,10,carbuncle,CRP,2010,164,먀카론
164,10,carbuncle,CRP,1962,165,마리안드
165,10,carbuncle,CRP,1949,166,나나곰인형
166,10,carbuncle,CRP,1947,167,하언
167,10,carbuncle,CRP,1930,168,냥코센세
168,10,carbuncle,CRP,1906,169,수입레몬
169,10,carbuncle,CRP,1740,170,하밀
170,10,carbuncle,CRP,1738,171,히맨
171,10,carbuncle,CRP,1726,172,전방에고라니발사
172,10,carbuncle,CRP,1680,173,치타타
173,10,carbuncle,CRP,1666,174,누'
174,10,carbuncle,CRP,1650,175,반젤리스
175,10,carbuncle,CRP,1648,176,현행범
176,10,carbuncle,CRP,1605,177,천월
177,10,carbuncle,CRP,1549,178,엘미샤
178,10,carbuncle,CRP,1530,179,한기린
179,10,carbuncle,CRP,1500,180,이베리
180,10,carbuncle,CRP,1495,181,블랙만두
181,10,carbuncle,CRP,1439,182,아이스어
182,10,carbuncle,CRP,1429,183,라릿
183,10,carbuncle,CRP,1315,184,눌눌
184,10,carbuncle,CRP,1266,185,아지안
185,10,carbuncle,CRP,1260,186,길복남
186,10,carbuncle,CRP,1225,187,데버트
187,10,carbuncle,CRP,1200,188,박브라키오사우르스
188,10,carbuncle,CRP,1146,189,반류아
189,10,carbuncle,CRP,1146,190,아나트
190,10,carbuncle,CRP,1115,191,라노시
191,10,carbuncle,CRP,1080,192,심밤비
192,10,carbuncle,CRP,1080,193,타카
193,10,carbuncle,CRP,957,194,유마니
194,10,carbuncle,CRP,952,195,므디
195,10,carbuncle,CRP,894,196,캰쟈
196,10,carbuncle,CRP,845,197,루산
197,10,carbuncle,CRP,807,198,실론티맛
198,10,carbuncle,CRP,781,199,앙챱챱
199,10,carbuncle,CRP,780,200,사유카나이
200,10,carbuncle,BSM,1790445,1,트레오닌
201,10,carbuncle,BSM,1606505,2,미루나무
202,10,carbuncle,BSM,1514892,3,마콩
203,10,carbuncle,BSM,1483856,4,발로란
204,10,carbuncle,BSM,1453757,5,단콩
205,10,carbuncle,BSM,1205036,6,병아리
206,10,carbuncle,BSM,1171841,7,켈피
207,10,carbuncle,BSM,1159833,8,금지된언어
208,10,carbuncle,BSM,1122909,9,개인주의자선언
209,10,carbuncle,BSM,1026556,10,발리마르
210,10,carbuncle,BSM,1010100,11,아이트라
211,10,carbuncle,BSM,1000000,12,웬시
212,10,carbuncle,BSM,969426,13,Rux
213,10,carbuncle,BSM,934437,14,풀맛
214,10,carbuncle,BSM,888888,15,Nuri
215,10,carbuncle,BSM,860186,16,연명
216,10,carbuncle,BSM,852091,17,Grim
217,10,carbuncle,BSM,836726,18,솔리티나
218,10,carbuncle,BSM,820754,19,무극
219,10,carbuncle,BSM,803832,20,미르시류
220,10,carbuncle,BSM,800189,21,메메타아
221,10,carbuncle,BSM,800000,22,스타사파이어
222,10,carbuncle,BSM,790803,23,김딩
223,10,carbuncle,BSM,736104,24,Schema'
224,10,carbuncle,BSM,715624,25,러베리
225,10,carbuncle,BSM,714317,26,스트리비사
226,10,carbuncle,BSM,702502,27,딸기초코케이크
227,10,carbuncle,BSM,700294,28,밥돌이
228,10,carbuncle,BSM,590257,29,투정
229,10,carbuncle,BSM,527248,30,샤이엔
230,10,carbuncle,BSM,434928,31,코크테일
231,10,carbuncle,BSM,426171,32,고솜
232,10,carbuncle,BSM,324177,33,바이올렛헌터
233,10,carbuncle,BSM,319608,34,미미레미레
234,10,carbuncle,BSM,251078,35,건하
235,10,carbuncle,BSM,235612,36,아지랑이
236,10,carbuncle,BSM,218769,37,환향
237,10,carbuncle,BSM,173649,38,니오메오
238,10,carbuncle,BSM,159020,39,공갈공갈
239,10,carbuncle,BSM,131202,40,아이젠허트
240,10,carbuncle,BSM,119039,41,보리밀
241,10,carbuncle,BSM,118337,42,말쿠트
242,10,carbuncle,BSM,112930,43,수염미남사냥꾼
243,10,carbuncle,BSM,104802,44,정의
244,10,carbuncle,BSM,101003,45,하코우러욧
245,10,carbuncle,BSM,95608,46,림셔벗
246,10,carbuncle,BSM,91762,47,환경
247,10,carbuncle,BSM,84939,48,빠른바람
248,10,carbuncle,BSM,80448,49,Rubin
249,10,carbuncle,BSM,69237,50,뱅야
250,10,carbuncle,BSM,67511,51,응호
251,10,carbuncle,BSM,57962,52,랜서
252,10,carbuncle,BSM,57021,53,길잃은어린양이나
253,10,carbuncle,BSM,56453,54,타틱스
254,10,carbuncle,BSM,48531,55,늄비
255,10,carbuncle,BSM,46340,56,천홍아
256,10,carbuncle,BSM,43650,57,재의'귀인
257,10,carbuncle,BSM,33440,58,운유
258,10,carbuncle,BSM,32098,59,Bob'bingi
259,10,carbuncle,BSM,32049,60,찹살개
260,10,carbuncle,BSM,31629,61,레꼬
261,10,carbuncle,BSM,29884,62,Niveus
262,10,carbuncle,BSM,27464,63,삼호
263,10,carbuncle,BSM,26476,64,안디바
264,10,carbuncle,BSM,24554,65,크산토스
265,10,carbuncle,BSM,24411,66,템이
266,10,carbuncle,BSM,24319,67,Melange
267,10,carbuncle,BSM,24138,68,니르
268,10,carbuncle,BSM,23379,69,스레이
269,10,carbuncle,BSM,23222,70,옐버
270,10,carbuncle,BSM,21998,71,독도사랑
271,10,carbuncle,BSM,21462,72,겨울의현
272,10,carbuncle,BSM,20028,73,만공
273,10,carbuncle,BSM,18287,74,여람
274,10,carbuncle,BSM,17268,75,사일론
275,10,carbuncle,BSM,16531,76,Acht
276,10,carbuncle,BSM,16522,77,Heroin
277,10,carbuncle,BSM,16421,78,태야
278,10,carbuncle,BSM,16290,79,다하아
279,10,carbuncle,BSM,15725,80,대길
280,10,carbuncle,BSM,15550,81,Youya
281,10,carbuncle,BSM,15390,82,하리보맠킨더프로
282,10,carbuncle,BSM,14398,83,낰낰
283,10,carbuncle,BSM,13571,84,라크아일
284,10,carbuncle,BSM,13498,85,바르타
285,10,carbuncle,BSM,13376,86,아슈윈
286,10,carbuncle,BSM,13365,87,나메코월드
287,10,carbuncle,BSM,13320,88,새라
288,10,carbuncle,BSM,13290,89,밀레니아
289,10,carbuncle,BSM,12846,90,모스버거
290,10,carbuncle,BSM,12745,91,카이바
291,10,carbuncle,BSM,12321,92,환운
292,10,carbuncle,BSM,12139,93,Sira
293,10,carbuncle,BSM,11931,94,Kranz
294,10,carbuncle,BSM,11894,95,슈베르츠
295,10,carbuncle,BSM,11752,96,미코테코토
296,10,carbuncle,BSM,11490,97,어머니
297,10,carbuncle,BSM,11326,98,택배업자
298,10,carbuncle,BSM,11308,99,리띠세레나
299,10,carbuncle,BSM,11151,100,카이호
300,10,carbuncle,BSM,10963,101,파트릭
301,10,carbuncle,BSM,10942,102,얼굴
302,10,carbuncle,BSM,10835,103,사헌
303,10,carbuncle,BSM,10522,104,성카
304,10,carbuncle,BSM,10500,105,네그리타
305,10,carbuncle,BSM,10423,106,엔쵸비
306,10,carbuncle,BSM,10288,107,마키베리
307,10,carbuncle,BSM,10023,108,Kamoa
308,10,carbuncle,BSM,9930,109,매화님
309,10,carbuncle,BSM,9840,110,포포
310,10,carbuncle,BSM,9037,111,유레인
311,10,carbuncle,BSM,9027,112,초롱롱
312,10,carbuncle,BSM,9010,113,나흐트코볼트
313,10,carbuncle,BSM,8901,114,Orcus
314,10,carbuncle,BSM,8820,115,경수형
315,10,carbuncle,BSM,8703,116,이라비
316,10,carbuncle,BSM,8384,117,Hwavan
317,10,carbuncle,BSM,8340,118,미켈란젤료
318,10,carbuncle,BSM,8190,119,길복남
319,10,carbuncle,BSM,8062,120,유도화'
320,10,carbuncle,BSM,8040,121,가필
321,10,carbuncle,BSM,7703,122,카로에프
322,10,carbuncle,BSM,7646,123,검지
323,10,carbuncle,BSM,7512,124,크리드메서
324,10,carbuncle,BSM,7499,125,Zaeun
325,10,carbuncle,BSM,7470,126,하늘별
326,10,carbuncle,BSM,7260,127,홍화
327,10,carbuncle,BSM,6990,128,귀여운나를봐줘
328,10,carbuncle,BSM,6741,129,카쿠모
329,10,carbuncle,BSM,6630,130,아이러냐
330,10,carbuncle,BSM,6616,131,아케미
331,10,carbuncle,BSM,6360,132,테레
