,Day_Number,World,Job,Points,Rank,Name
0,1,Adamantoise,carpenter,161431,1,
1,1,Adamantoise,blacksmith,195151,1,
2,1,Adamantoise,armorer,70417,1,
3,1,Adamantoise,goldsmith,57844,1,
4,1,Adamantoise,leatherworker,61915,1,
5,1,Adamantoise,weaver,66794,1,
6,1,Adamantoise,alchemist,98115,1,
7,1,Adamantoise,culinarian,50946,1,
8,1,Adamantoise,miner,54877,1,
9,1,Adamantoise,botanist,80851,1,
10,1,Adamantoise,fisher,237680,1,
11,1,Aegis,carpenter,180559,1,
12,1,Aegis,blacksmith,46640,1,
13,1,Aegis,armorer,126980,1,
14,1,Aegis,goldsmith,63189,1,
15,1,Aegis,leatherworker,66181,1,
16,1,Aegis,weaver,50599,1,
17,1,Aegis,alchemist,117372,1,
18,1,Aegis,culinarian,329145,1,
19,1,Aegis,miner,96525,1,
20,1,Aegis,botanist,91609,1,
21,1,Aegis,fisher,130904,1,
22,1,Alexander,carpenter,320235,1,
23,1,Alexander,blacksmith,108615,1,
24,1,Alexander,armorer,185504,1,
25,1,Alexander,goldsmith,96195,1,
26,1,Alexander,leatherworker,112881,1,
27,1,Alexander,weaver,128167,1,
28,1,Alexander,alchemist,169740,1,
29,1,Alexander,culinarian,148116,1,
30,1,Alexander,miner,171806,1,
31,1,Alexander,botanist,47619,1,
32,1,Alexander,fisher,112720,1,
33,1,Anima,carpenter,74807,1,
34,1,Anima,blacksmith,47659,1,
35,1,Anima,armorer,181851,1,
36,1,Anima,goldsmith,100343,1,
37,1,Anima,leatherworker,202692,1,
38,1,Anima,weaver,93852,1,
39,1,Anima,alchemist,222226,1,
40,1,Anima,culinarian,224409,1,
41,1,Anima,miner,95535,1,
42,1,Anima,botanist,64193,1,
43,1,Anima,fisher,132579,1,
44,1,Asura,carpenter,89737,1,
45,1,Asura,blacksmith,101781,1,
46,1,Asura,armorer,94989,1,
47,1,Asura,goldsmith,150083,1,
48,1,Asura,leatherworker,223735,1,
49,1,Asura,weaver,340275,1,
50,1,Asura,alchemist,91349,1,
51,1,Asura,culinarian,122757,1,
52,1,Asura,miner,80512,1,
53,1,Asura,botanist,87757,1,
54,1,Asura,fisher,338961,1,
55,1,Atomos,carpenter,222058,1,
56,1,Atomos,blacksmith,100003,1,
57,1,Atomos,armorer,101143,1,
58,1,Atomos,goldsmith,39849,1,
59,1,Atomos,leatherworker,61186,1,
60,1,Atomos,weaver,100621,1,
61,1,Atomos,alchemist,80896,1,
62,1,Atomos,culinarian,104338,1,
63,1,Atomos,miner,96207,1,
64,1,Atomos,botanist,50949,1,
65,1,Atomos,fisher,192467,1,
66,1,Bahamut,carpenter,130436,1,
67,1,Bahamut,blacksmith,163541,1,
68,1,Bahamut,armorer,180266,1,
69,1,Bahamut,goldsmith,209836,1,
70,1,Bahamut,leatherworker,141446,1,
71,1,Bahamut,weaver,102023,1,
72,1,Bahamut,alchemist,432277,1,
73,1,Bahamut,culinarian,71324,1,
74,1,Bahamut,miner,50517,1,
75,1,Bahamut,botanist,99494,1,
76,1,Bahamut,fisher,136800,1,
77,1,Balmung,carpenter,71635,1,
78,1,Balmung,blacksmith,155992,1,
79,1,Balmung,armorer,155452,1,
80,1,Balmung,goldsmith,85855,1,
81,1,Balmung,leatherworker,119996,1,
82,1,Balmung,weaver,86094,1,
83,1,Balmung,alchemist,142421,1,
84,1,Balmung,culinarian,161984,1,
85,1,Balmung,miner,86168,1,
86,1,Balmung,botanist,68897,1,
87,1,Balmung,fisher,239971,1,
88,1,Behemoth,carpenter,247144,1,
89,1,Behemoth,blacksmith,127322,1,
90,1,Behemoth,armorer,50614,1,
91,1,Behemoth,goldsmith,36126,1,
