,Day_Number,World,Job,Points,Rank,Name
0,1,Adamantoise,ALC,59726,1,
1,1,Adamantoise,ARM,67183,1,
2,1,Adamantoise,BSM,36324,1,
3,1,Adamantoise,BTN,88039,1,
4,1,Adamantoise,CRP,94232,1,
5,1,Adamantoise,CUL,32449,1,
6,1,Adamantoise,FSH,60920,1,
7,1,Adamantoise,GSM,37400,1,
8,1,Adamantoise,LTW,37475,1,
9,1,Adamantoise,MIN,71009,1,
10,1,Adamantoise,WVR,31511,1,
11,1,Aegis,ALC,20664,1,
12,1,Aegis,ARM,66560,1,
13,1,Aegis,BSM,19250,1,
14,1,Aegis,BTN,53860,1,
15,1,Aegis,CRP,167771,1,
16,1,Aegis,CUL,211043,1,
17,1,Aegis,FSH,101910,1,
18,1,Aegis,GSM,25270,1,
19,1,Aegis,LTW,8582,1,
20,1,Aegis,MIN,44291,1,
21,1,Aegis,WVR,95352,1,
22,1,Alexander,ALC,17300,1,
23,1,Alexander,ARM,87669,1,
24,1,Alexander,BSM,25775,1,
25,1,Alexander,BTN,39508,1,
26,1,Alexander,CRP,59069,1,
27,1,Alexander,CUL,28136,1,
28,1,Alexander,FSH,79423,1,
29,1,Alexander,GSM,100959,1,
30,1,Alexander,LTW,39657,1,
31,1,Alexander,MIN,75235,1,
32,1,Alexander,WVR,28262,1,
33,1,Anima,ALC,87212,1,
34,1,Anima,ARM,72942,1,
35,1,Anima,BSM,21151,1,
36,1,Anima,BTN,59695,1,
37,1,Anima,CRP,52288,1,
38,1,Anima,CUL,40421,1,
39,1,Anima,FSH,69188,1,
40,1,Anima,GSM,38118,1,
41,1,Anima,LTW,98415,1,
42,1,Anima,MIN,79347,1,
43,1,Anima,WVR,24198,1,
44,1,Asura,ALC,62330,1,
45,1,Asura,ARM,61526,1,
46,1,Asura,BSM,43654,1,
47,1,Asura,BTN,85743,1,
48,1,Asura,CRP,61797,1,
49,1,Asura,CUL,47265,1,
50,1,Asura,FSH,78387,1,
51,1,Asura,GSM,38407,1,
52,1,Asura,LTW,26792,1,
53,1,Asura,MIN,77811,1,
54,1,Asura,WVR,121022,1,
55,1,Atomos,ALC,23172,1,
56,1,Atomos,ARM,12829,1,
57,1,Atomos,BSM,54040,1,
58,1,Atomos,BTN,56988,1,
59,1,Atomos,CRP,10602,1,
60,1,Atomos,CUL,24965,1,
61,1,Atomos,FSH,71382,1,
62,1,Atomos,GSM,21735,1,
63,1,Atomos,LTW,43530,1,
64,1,Atomos,MIN,50240,1,
65,1,Atomos,WVR,99999,1,
66,1,Bahamut,ALC,94004,1,
67,1,Bahamut,ARM,44315,1,
68,1,Bahamut,BSM,30024,1,
69,1,Bahamut,BTN,60545,1,
70,1,Bahamut,CRP,45532,1,
71,1,Bahamut,CUL,19815,1,
72,1,Bahamut,FSH,52198,1,
73,1,Bahamut,GSM,41917,1,
74,1,Bahamut,LTW,49706,1,
75,1,Bahamut,MIN,87665,1,
76,1,Bahamut,WVR,23121,1,
77,1,Balmung,ALC,91163,1,
78,1,Balmung,ARM,46962,1,
79,1,Balmung,BSM,71962,1,
80,1,Balmung,BTN,72943,1,
81,1,Balmung,CRP,90575,1,
82,1,Balmung,CUL,88377,1,
83,1,Balmung,FSH,71164,1,
84,1,Balmung,GSM,68296,1,
85,1,Balmung,LTW,15119,1,
86,1,Balmung,MIN,73463,1,
87,1,Balmung,WVR,41041,1,
88,1,Behemoth,ALC,32945,1,
89,1,Behemoth,ARM,81401,1,
90,1,Behemoth,BSM,30683,1,
91,1,Behemoth,BTN,78045,1,
92,1,Behemoth,CRP,87546,1,
93,1,Behemoth,CUL,57583,1,
94,1,Behemoth,FSH,117056,1,
95,1,Behemoth,GSM,9060,1,
96,1,Behemoth,LTW,71798,1,
97,1,Behemoth,MIN,68515,1,
98,1,Behemoth,WVR,103544,1,
99,1,Belias,ALC,79657,1,
100,1,Belias,ARM,170970,1,
101,1,Belias,BSM,29775,1,
102,1,Belias,BTN,55838,1,
