DC,world,Job,Points,Name
Elemental,Ramuh,botanist,7066,Yuzu Candy
Elemental,Ramuh,botanist,7025,Yukinko Wolf
Elemental,Ramuh,botanist,7014,Kanta Tia
Elemental,Ramuh,botanist,6989,Goma Krematop
Elemental,Ramuh,botanist,6902,Shiki Wright
Elemental,Ramuh,botanist,6869,Fubuki Rita
Elemental,Ramuh,fisher,204803,Vivi Nyan
Elemental,Ramuh,fisher,167551,Fifnel Fairy
Elemental,Ramuh,fisher,102691,Sig Wiseman
Elemental,Ramuh,fisher,100645,Purple Haze
Elemental,Ramuh,fisher,76934,Suzuran Parm
Elemental,Ramuh,fisher,73498,Lacus Mirage
Elemental,Ramuh,fisher,73102,Wilfrid Avaro
Elemental,Ramuh,fisher,66954,Una Eel
Elemental,Ramuh,fisher,59320,Yaranaio Bipde
Elemental,Ramuh,fisher,53508,Yu-u Lee
Elemental,Ramuh,fisher,50693,Gonzoo Mochi
Elemental,Ramuh,fisher,42635,Matt Aslan
Elemental,Ramuh,fisher,40310,Natsu Heartlly
Elemental,Ramuh,fisher,40287,Unaaaaaaaaaaaaa Rinho
Elemental,Ramuh,fisher,39924,Alef Kneestrike
Elemental,Ramuh,fisher,37685,Metal Blue
Elemental,Ramuh,fisher,36480,Nemuke Darkness
Elemental,Ramuh,fisher,35375,Huujin Bust
Elemental,Ramuh,fisher,35267,Zokk Ninedog
Elemental,Ramuh,fisher,29386,Wamura Vivi
Elemental,Ramuh,fisher,28952,Vier Engel
Elemental,Ramuh,fisher,28643,E'aoi Kett
Elemental,Ramuh,fisher,28271,Yulo Yulu
Elemental,Ramuh,fisher,28085,Kiumi Ash
Elemental,Ramuh,fisher,27706,Tome Lowell
Elemental,Ramuh,fisher,26878,Nanana Yukari
Elemental,Ramuh,fisher,26800,Ponkotu Anz
Elemental,Ramuh,fisher,25772,Yuera Mitsurugi
Elemental,Ramuh,fisher,25317,Give Give
Elemental,Ramuh,fisher,24726,Kainu Minuit
Elemental,Ramuh,fisher,24547,Hayato Tm
Elemental,Ramuh,fisher,21405,Kagura Sengoku
Elemental,Ramuh,fisher,20812,Kaede Kisaragi
Elemental,Ramuh,fisher,20311,Sasafu Niki
Elemental,Ramuh,fisher,20278,Shea Wing
Elemental,Ramuh,fisher,19719,Marble Penguin
Elemental,Ramuh,fisher,19388,Nago Marron
Elemental,Ramuh,fisher,19236,M'oz Hunter
Elemental,Ramuh,fisher,18534,Eby Flare
Elemental,Ramuh,fisher,16951,Suzuneko C'
Elemental,Ramuh,fisher,16915,Jupiiii Fhey
Elemental,Ramuh,fisher,16201,Siroha P-natural
Elemental,Ramuh,fisher,16103,Qupopo Qupo
Elemental,Ramuh,fisher,15274,Justice Selmy
Elemental,Ramuh,fisher,14737,Rio Grande
Elemental,Ramuh,fisher,14257,Kamiriru Nuevo
Elemental,Ramuh,fisher,14095,Mozgus Bonfire
Elemental,Ramuh,fisher,13805,Dareo Zeldur
Elemental,Ramuh,fisher,13639,Ironleo Koendraga
Elemental,Ramuh,fisher,12769,Cacanno Fafanno
Elemental,Ramuh,fisher,12540,Seido Kouzaki
Elemental,Ramuh,fisher,12381,Fujikido Kenji
Elemental,Ramuh,fisher,11957,Alicia Firewave
Elemental,Ramuh,fisher,11822,Kasia Zucco
Elemental,Ramuh,fisher,11772,Asahi Imatsu
Elemental,Ramuh,fisher,11344,Ael Amis
Elemental,Ramuh,fisher,11280,Maid Souvenir
Elemental,Ramuh,fisher,10840,Ashrd Bianco
Elemental,Ramuh,fisher,10645,Nica Verite
Elemental,Ramuh,fisher,10535,Yucky Mig
Elemental,Ramuh,fisher,10263,Gin'iro Ichi
Elemental,Ramuh,fisher,10229,Ralsei Dreamer
Elemental,Ramuh,fisher,10121,Iroha Sibyl
Elemental,Ramuh,fisher,9944,Carla Kanzaki
Elemental,Ramuh,fisher,9897,Mari Marl
Elemental,Ramuh,fisher,9810,Vianela Souryu
Elemental,Ramuh,fisher,9735,Yakko Hiya
Elemental,Ramuh,fisher,9289,Kage Bolg
Elemental,Ramuh,fisher,9230,Tsukihi Oronir
Elemental,Ramuh,fisher,9163,Nagi Westfahre
Elemental,Ramuh,fisher,8976,Mulan Magnolia
Elemental,Ramuh,fisher,8937,Ume Tomato
Elemental,Ramuh,fisher,8593,Aki Hyde
Elemental,Ramuh,fisher,8498,Cheru Wyes
Elemental,Ramuh,fisher,8356,Koneko Bacchus
Elemental,Ramuh,fisher,8332,Lache Moira
Elemental,Ramuh,fisher,8328,Quale Klin
Elemental,Ramuh,fisher,8182,Momiji Shinonome
Elemental,Ramuh,fisher,8027,Pomm White
Elemental,Ramuh,fisher,7820,Lalafell Mama
Elemental,Ramuh,fisher,7764,Yamamori Spaghetti
Elemental,Ramuh,fisher,7759,Zarusoba Yamashita
Elemental,Ramuh,fisher,7558,Koku Tetu
Elemental,Ramuh,fisher,7329,Nama Zon
Elemental,Ramuh,fisher,7092,Chamirin P'
Elemental,Ramuh,fisher,7065,Eden Branford
Elemental,Ramuh,fisher,6923,Thorn Tons
Elemental,Ramuh,fisher,6904,Eve Dotharl
Elemental,Ramuh,fisher,6810,Shiina Bell
Elemental,Ramuh,fisher,6698,Daccho Wing
Elemental,Ramuh,fisher,6635,Melty Honpo
Elemental,Ramuh,fisher,6382,Sukonb Eater
Elemental,Ramuh,fisher,6358,Moppi Mirabilis
Elemental,Ramuh,fisher,6235,Fonisia Flockhart
Elemental,Ramuh,fisher,6145,Choco Chocola
Elemental,Ramuh,fisher,6017,Irys Lindwurm
Elemental,Ramuh,fisher,5844,Rasp Berry
Elemental,Ramuh,fisher,5786,Alulu Coco
Elemental,Ramuh,fisher,5758,Kate Castle
Elemental,Ramuh,fisher,5607,Alycia Bres
Elemental,Tonberry,carpenter,189143,Blue Eyes
Elemental,Tonberry,carpenter,107964,Please Live
Elemental,Tonberry,carpenter,40631,X'lai Tekaha
Elemental,Tonberry,carpenter,37963,Mhasi Mhasi
Elemental,Tonberry,carpenter,37046,Billy Blacker
Elemental,Tonberry,carpenter,34421,Reimi Beraid
Elemental,Tonberry,carpenter,33385,Gil Archon
Elemental,Tonberry,carpenter,32621,Seto Bright
Elemental,Tonberry,carpenter,32495,Konayuki Itezora
Elemental,Tonberry,carpenter,28368,Rumienne Levasseur
Elemental,Tonberry,carpenter,23283,Sinch Verstael
Elemental,Tonberry,carpenter,20759,Yuria Rowina
Elemental,Tonberry,carpenter,20663,Tsukuyomi Crescent
Elemental,Tonberry,carpenter,9116,Kinnison Arcspeed
Elemental,Tonberry,carpenter,7951,Marimo Marumaru
Elemental,Tonberry,carpenter,6880,Joy Ride
Elemental,Tonberry,carpenter,6600,Marika Tsuyuchi
Elemental,Tonberry,carpenter,6540,Mako Chaaan
Elemental,Tonberry,carpenter,6503,Ragnvald Zephyrus
Elemental,Tonberry,carpenter,6286,Ryu Lionheart
Elemental,Tonberry,carpenter,6251,Melanthios Deco
Elemental,Tonberry,carpenter,6228,Taccharn Ts
Elemental,Tonberry,carpenter,6164,Bufferin Plus
Elemental,Tonberry,carpenter,6092,Hana Com
Elemental,Tonberry,carpenter,5509,Lira Rhapsode
Elemental,Tonberry,carpenter,5248,Arisa Myrrh
Elemental,Tonberry,carpenter,5247,Alyssa Fairwyn
Elemental,Tonberry,carpenter,5142,Charlie Grizzlie
Elemental,Tonberry,carpenter,5085,Ivan Konev
Elemental,Tonberry,carpenter,4975,Kellus Spellweaver
Elemental,Tonberry,carpenter,4751,Enuma Elish
Elemental,Tonberry,carpenter,4536,Rin Hoshizora
Elemental,Tonberry,carpenter,4511,Leo Grandet
Elemental,Tonberry,carpenter,4380,Cal Nyaa
Elemental,Tonberry,carpenter,4131,Bear Rock
Elemental,Tonberry,carpenter,4128,Kagomi Makoto
Elemental,Tonberry,carpenter,4120,Jarial Scarlet
Elemental,Tonberry,carpenter,4009,Kiriri Kiri
Elemental,Tonberry,carpenter,3996,Cocoriku Nanariku
Elemental,Tonberry,carpenter,3893,Amo Marl
Elemental,Tonberry,carpenter,3775,Krelian Deathgeim
Elemental,Tonberry,carpenter,3751,Captain Charizard
Elemental,Tonberry,carpenter,3671,Usagi Sogetsu
Elemental,Tonberry,carpenter,3652,Crocea Mors
Elemental,Tonberry,carpenter,3387,Bibi Pad
Elemental,Tonberry,carpenter,3361,Sugar Daddy
Elemental,Tonberry,carpenter,3332,Yumeko Jyabami
Elemental,Tonberry,carpenter,3292,Espiritu Dark
Elemental,Tonberry,carpenter,3180,Garet Linegod
Elemental,Tonberry,carpenter,3022,Azwraith Stygian
Elemental,Tonberry,carpenter,3000,Yurius Solember
Elemental,Tonberry,carpenter,2951,Vashyron Basel
Elemental,Tonberry,carpenter,2907,Rosary Rose
Elemental,Tonberry,carpenter,2706,Benedict Freyman
Elemental,Tonberry,carpenter,2592,Rainele Enigma
Elemental,Tonberry,carpenter,2574,Tororo Aquamarine
Elemental,Tonberry,carpenter,2503,Haruka Tatsugami
Elemental,Tonberry,carpenter,2442,Charmy Sinbad
Elemental,Tonberry,carpenter,2410,Komoro Vuoto
Elemental,Tonberry,carpenter,2321,Kate Blueberry
Elemental,Tonberry,carpenter,2250,Maw Som
Elemental,Tonberry,carpenter,2216,Vireniciss Yhisa
Elemental,Tonberry,carpenter,2209,Akino Breadfesta
Elemental,Tonberry,carpenter,2190,Zephlol Stormfury
Elemental,Tonberry,carpenter,2180,Sonhp Kousaka
Elemental,Tonberry,carpenter,2101,Elincia Nuvelle
Elemental,Tonberry,carpenter,2086,Anara Vale
Elemental,Tonberry,carpenter,1912,Mr Chilnista
Elemental,Tonberry,carpenter,1868,Maya Tohino
Elemental,Tonberry,carpenter,1798,Betty Lafea
Elemental,Tonberry,carpenter,1774,Adis Unwrite
Elemental,Tonberry,carpenter,1759,Ayel Ruthven
Elemental,Tonberry,carpenter,1715,Tanith Emblem
Elemental,Tonberry,carpenter,1710,Maki Wates
Elemental,Tonberry,carpenter,1690,Izayoi Leon
Elemental,Tonberry,carpenter,1672,Sasarious Haise
Elemental,Tonberry,carpenter,1654,Kay Fry
Elemental,Tonberry,carpenter,1649,Aoi Kanata
Elemental,Tonberry,carpenter,1642,Sieghart Law
Elemental,Tonberry,carpenter,1627,Seima Ten
Elemental,Tonberry,carpenter,1606,Rin Shou
Elemental,Tonberry,carpenter,1590,Kino Fame
Elemental,Tonberry,carpenter,1500,Mavis Valentine
Elemental,Tonberry,carpenter,1453,Tsubaki Alisa
Elemental,Tonberry,carpenter,1436,Celaena Stark
Elemental,Tonberry,carpenter,1433,Aereon Evrardoux
Elemental,Tonberry,carpenter,1400,Coconi Coni
Elemental,Tonberry,carpenter,1391,Neus Mistfrost
Elemental,Tonberry,carpenter,1389,Roshan Ipheleta
Elemental,Tonberry,carpenter,1380,Tomochin Bzlove
Elemental,Tonberry,carpenter,1378,Kedit Licht
Elemental,Tonberry,carpenter,1358,Zero Kaiserfury
Elemental,Tonberry,carpenter,1350,Kuuro Yuuki
Elemental,Tonberry,carpenter,1350,Soie Aimi
Elemental,Tonberry,carpenter,1342,Lu'ciel Pierrie
Elemental,Tonberry,carpenter,1338,Marco Rossi
Elemental,Tonberry,carpenter,1335,Hagi Moon
Elemental,Tonberry,carpenter,1335,Pumpkin Os
Elemental,Tonberry,carpenter,1330,Aries Bradbury
Elemental,Tonberry,carpenter,1317,Fumino Serizawa
Elemental,Tonberry,blacksmith,142989,Carnia Balthesar
Elemental,Tonberry,blacksmith,107710,Lon Goldschmidt
Elemental,Tonberry,blacksmith,63920,Serra Avenoux
Elemental,Tonberry,blacksmith,54133,Slade Puppy-salvatore
Elemental,Tonberry,blacksmith,47293,Elias S'ardor
Elemental,Tonberry,blacksmith,42418,Adelena Tridenfall
Elemental,Tonberry,blacksmith,32086,Zelen Clamita
Elemental,Tonberry,blacksmith,31982,Valor Redgrave
Elemental,Tonberry,blacksmith,29390,Alicia Lockheart
Elemental,Tonberry,blacksmith,26162,Tukuyomi Sakurakouji
Elemental,Tonberry,blacksmith,25062,Elthion Kyio
Elemental,Tonberry,blacksmith,17820,Makoo Mocca
Elemental,Tonberry,blacksmith,11704,Ravilie Forestier
Elemental,Tonberry,blacksmith,9204,Lavenza Seorius
Elemental,Tonberry,blacksmith,8786,Larsa Kleinchen
Elemental,Tonberry,blacksmith,8336,Gaius Augustus
Elemental,Tonberry,blacksmith,7605,Sonhp Kousaka
Elemental,Tonberry,blacksmith,5720,Kellus Spellweaver
Elemental,Tonberry,blacksmith,5640,Ryujin Redeyes
Elemental,Tonberry,blacksmith,5436,Unagi Tempura
Elemental,Tonberry,blacksmith,5172,Selazita Cereza
Elemental,Tonberry,blacksmith,4980,Endless Rainn
Elemental,Tonberry,blacksmith,4877,Lake Light
Elemental,Tonberry,blacksmith,4467,Teardrop Steiner
Elemental,Tonberry,blacksmith,4457,Sinch Verstael
Elemental,Tonberry,blacksmith,4331,Rorori Rori
Elemental,Tonberry,blacksmith,4076,Okan Driftwood
Elemental,Tonberry,blacksmith,4029,Millie Milton
Elemental,Tonberry,blacksmith,3573,Kaguya Konohana
Elemental,Tonberry,blacksmith,3567,Gorila Meropon
Elemental,Tonberry,blacksmith,3342,Kaiya Lynn
Elemental,Tonberry,blacksmith,3247,Espoir Reflet
Elemental,Tonberry,blacksmith,3000,Minfilia Acsilia
Elemental,Tonberry,blacksmith,2988,Loxaerion Ravness
Elemental,Tonberry,blacksmith,2979,Khadai Oronir
Elemental,Tonberry,blacksmith,2967,Sampoerna Mild
Elemental,Tonberry,blacksmith,2964,Yukiyuki Yuki
Elemental,Tonberry,blacksmith,2765,Esta Ilixina
Elemental,Tonberry,blacksmith,2760,Falala Arara
Elemental,Tonberry,blacksmith,2730,Nevik Gamina
Elemental,Tonberry,blacksmith,2669,Nekonyah Pusa
Elemental,Tonberry,blacksmith,2548,Zymz Merzix
Elemental,Tonberry,blacksmith,2499,Kou Wakamiya
Elemental,Tonberry,blacksmith,2479,Starina Star
Elemental,Tonberry,blacksmith,2443,Aidane Qudane
Elemental,Tonberry,blacksmith,2430,Arusu Pinion
Elemental,Tonberry,blacksmith,2404,Monka S'
Elemental,Tonberry,blacksmith,2400,Ariadne Ilsildar
Elemental,Tonberry,blacksmith,2398,Kornie Isteins
Elemental,Tonberry,blacksmith,2328,Raven Tyrant
Elemental,Tonberry,blacksmith,2250,Mimi Nokainushi
Elemental,Tonberry,blacksmith,2119,Lynette Vetrhearth
Elemental,Tonberry,blacksmith,2105,Shenendori Tsukuyo
Elemental,Tonberry,blacksmith,2083,Loran Nold
Elemental,Tonberry,blacksmith,2062,Celrius Helisian
Elemental,Tonberry,blacksmith,2010,Saerav Foxfire
Elemental,Tonberry,blacksmith,1830,Popo Tohryoh
Elemental,Tonberry,blacksmith,1822,Luna Stra
Elemental,Tonberry,blacksmith,1803,Sakura Azephyr
Elemental,Tonberry,blacksmith,1770,Kaoru Ostoiraint
Elemental,Tonberry,blacksmith,1748,Slyv Calico
Elemental,Tonberry,blacksmith,1641,Ropin Mask
Elemental,Tonberry,blacksmith,1640,Naiku Naval
Elemental,Tonberry,blacksmith,1633,Raih'a Dolabnha
Elemental,Tonberry,blacksmith,1531,Yuria Rowina
Elemental,Tonberry,blacksmith,1530,Rinh Mewrilah
Elemental,Tonberry,blacksmith,1495,Jinn Ouka
Elemental,Tonberry,blacksmith,1439,Nobo Nobo
Elemental,Tonberry,blacksmith,1417,Enogufude Yugiragi
Elemental,Tonberry,blacksmith,1386,Erron Black
Elemental,Tonberry,blacksmith,1378,Neneko Neko
Elemental,Tonberry,blacksmith,1376,Nakun Lokasunder
Elemental,Tonberry,blacksmith,1350,Aji Balloon
Elemental,Tonberry,blacksmith,1319,Billbo Mambo
Elemental,Tonberry,blacksmith,1313,Hero Kk
Elemental,Tonberry,blacksmith,1287,Roshan Ipheleta
Elemental,Tonberry,blacksmith,1250,Suyuka Bellterr
Elemental,Tonberry,blacksmith,1237,Sumota Chiwawa
Elemental,Tonberry,blacksmith,1232,Rhydian Arclight
Elemental,Tonberry,blacksmith,1204,Spiraling Cactus
Elemental,Tonberry,blacksmith,1191,Altina Vicious
Elemental,Tonberry,blacksmith,1180,Wolfen Alexius
Elemental,Tonberry,blacksmith,1178,Seven Ofnine
Elemental,Tonberry,blacksmith,1076,K'aelyn Makaria
Elemental,Tonberry,blacksmith,1076,Loco' Moco'
Elemental,Tonberry,blacksmith,1057,Jo Darling
Elemental,Tonberry,blacksmith,1050,Melina Rosberg
Elemental,Tonberry,blacksmith,1020,Amelia Lacroix
Elemental,Tonberry,blacksmith,1020,Lynnea Leilani
Elemental,Tonberry,blacksmith,992,Lapis Cresent
Elemental,Tonberry,blacksmith,951,Captain Charizard
Elemental,Tonberry,blacksmith,947,Ken Drakengard
Elemental,Tonberry,blacksmith,904,Azwraith Stygian
Elemental,Tonberry,blacksmith,892,Romarique Portelaine
Elemental,Tonberry,blacksmith,870,Lemon Salt
Elemental,Tonberry,blacksmith,869,Kan Nas
Elemental,Tonberry,blacksmith,866,Riot Gear
Elemental,Tonberry,blacksmith,863,Chzzck Godslayer
Elemental,Tonberry,blacksmith,846,Moerfian Ensis
Elemental,Tonberry,blacksmith,845,Maia Lunaris
Elemental,Tonberry,armorer,186886,Cherry Panther
Elemental,Tonberry,armorer,156842,Alioth Caestus
Elemental,Tonberry,armorer,65796,Neru Nene
Elemental,Tonberry,armorer,52796,Sumeshi Curry
Elemental,Tonberry,armorer,51764,Lackroll Lanquairt
Elemental,Tonberry,armorer,51391,Shenendori Tsukuyo
Elemental,Tonberry,armorer,35138,Raih'a Dolabnha
Elemental,Tonberry,armorer,25448,Himari Crescentmoon
Elemental,Tonberry,armorer,20904,Sonhp Kousaka
Elemental,Tonberry,armorer,20283,Makaroni Tyler
Elemental,Tonberry,armorer,13368,Kokpit Tsurugi
Elemental,Tonberry,armorer,11159,Virsh Vauxhalmers
Elemental,Tonberry,armorer,11059,Moo Bleh
Elemental,Tonberry,armorer,10943,Miraku Kaidae
Elemental,Tonberry,armorer,10719,Volt Razek
Elemental,Tonberry,armorer,9423,Joker Black
Elemental,Tonberry,armorer,8785,Vayne Aurelius
Elemental,Tonberry,armorer,8410,Elias S'ardor
Elemental,Tonberry,armorer,7858,Kanagi Hydrus
Elemental,Tonberry,armorer,7671,Raiju-is-a Feeder
Elemental,Tonberry,armorer,7542,Tur Kana
Elemental,Tonberry,armorer,6930,Kedit Licht
Elemental,Tonberry,armorer,4528,Luck Less
Elemental,Tonberry,armorer,4288,Kalva Melzina
Elemental,Tonberry,armorer,4007,Zetsubou Unmei
Elemental,Tonberry,armorer,3674,Cherry Boy
Elemental,Tonberry,armorer,3537,Yuji Arai
Elemental,Tonberry,armorer,3525,Pastalia Fedelini
Elemental,Tonberry,armorer,3150,Blur Mon
Elemental,Tonberry,armorer,3139,Phoenix Wing
Elemental,Tonberry,armorer,3052,Sian Mushroom
Elemental,Tonberry,armorer,3012,Sieghart Law
Elemental,Tonberry,armorer,2962,Freya Dokkalfar
Elemental,Tonberry,armorer,2962,Ragnvald Zephyrus
Elemental,Tonberry,armorer,2951,Sina Pela
Elemental,Tonberry,armorer,2937,Aoi Amakawa
Elemental,Tonberry,armorer,2910,Luna Velika
Elemental,Tonberry,armorer,2910,Selene Crescentmoon
Elemental,Tonberry,armorer,2821,Arc Astray
Elemental,Tonberry,armorer,2810,Holo Horizonhollow
Elemental,Tonberry,armorer,2791,Macho Man
Elemental,Tonberry,armorer,2760,Yumi Scarlet
Elemental,Tonberry,armorer,2732,Chzzck Godslayer
Elemental,Tonberry,armorer,2730,Coffee Tree
Elemental,Tonberry,armorer,2700,Qoiya Koiya
Elemental,Tonberry,armorer,2609,Paya Papaya
Elemental,Tonberry,armorer,2604,Yukina Haruka
Elemental,Tonberry,armorer,2540,Xion Poupee
Elemental,Tonberry,armorer,2520,Always Potato
Elemental,Tonberry,armorer,2436,Shupipi Shupipi
Elemental,Tonberry,armorer,2403,Nira Tama
Elemental,Tonberry,armorer,2400,Riot Gear
Elemental,Tonberry,armorer,2361,Mr Chilnista
Elemental,Tonberry,armorer,2338,Yuria Rowina
Elemental,Tonberry,armorer,2279,Metatron Zweitens
Elemental,Tonberry,armorer,2265,Tezcka Brightmirror
Elemental,Tonberry,armorer,2241,Sigurd Nightbringer
Elemental,Tonberry,armorer,2239,Reidian Holgend
Elemental,Tonberry,armorer,2199,Leonoire Irenanea
Elemental,Tonberry,armorer,2189,Emica Mieko
Elemental,Tonberry,armorer,2171,Pom Peko
Elemental,Tonberry,armorer,2158,Vireniciss Yhisa
Elemental,Tonberry,armorer,2143,Wanko Wan
Elemental,Tonberry,armorer,2100,Vick Ken
Elemental,Tonberry,armorer,2068,Galiak Ronso
Elemental,Tonberry,armorer,2035,Slay Scholes
Elemental,Tonberry,armorer,1991,Tone Sarrasin
Elemental,Tonberry,armorer,1971,Raenyx Miraelya
Elemental,Tonberry,armorer,1956,Chizome Merlott
Elemental,Tonberry,armorer,1918,Karla Vii
Elemental,Tonberry,armorer,1856,Tomochin Bzlove
Elemental,Tonberry,armorer,1829,Shironet Shi
Elemental,Tonberry,armorer,1827,Milk Dipper
Elemental,Tonberry,armorer,1800,Metaura Almark
Elemental,Tonberry,armorer,1799,Lily Blossom
Elemental,Tonberry,armorer,1795,Nicole Blossom
Elemental,Tonberry,armorer,1770,Miku' Yuudachi
Elemental,Tonberry,armorer,1737,Eisu Owo
Elemental,Tonberry,armorer,1713,Roncat Nekoron
Elemental,Tonberry,armorer,1710,Zecttor Ausles
Elemental,Tonberry,armorer,1700,Charmy Sinbad
Elemental,Tonberry,armorer,1697,Maa Tan
Elemental,Tonberry,armorer,1677,Crocea Mors
Elemental,Tonberry,armorer,1624,Victoria Midriff
Elemental,Tonberry,armorer,1614,Ostromir Liorasch
Elemental,Tonberry,armorer,1567,May Myer
Elemental,Tonberry,armorer,1557,Linca Hazeldine
Elemental,Tonberry,armorer,1546,Lithca Mau
Elemental,Tonberry,armorer,1534,Kamilla Lich
Elemental,Tonberry,armorer,1522,Noelan Tailan
Elemental,Tonberry,armorer,1500,Lacea Ferlyn
Elemental,Tonberry,armorer,1495,Kei Nilvamp
Elemental,Tonberry,armorer,1487,R'ai Steele
Elemental,Tonberry,armorer,1470,Yunan Cha
Elemental,Tonberry,armorer,1467,Slyv Calico
Elemental,Tonberry,armorer,1466,Fuddle Bear
Elemental,Tonberry,armorer,1462,Gun Ze
Elemental,Tonberry,armorer,1458,Kituto Ituka
Elemental,Tonberry,armorer,1440,Jiyong Kwon
Elemental,Tonberry,armorer,1439,L'oreal Ebelbear
Elemental,Tonberry,goldsmith,98973,Sinch Verstael
Elemental,Tonberry,goldsmith,64578,Kaida Anguria
Elemental,Tonberry,goldsmith,58163,Starina Star
Elemental,Tonberry,goldsmith,47041,Abu Agrabah
Elemental,Tonberry,goldsmith,41941,Chianni Lin
Elemental,Tonberry,goldsmith,25450,Fenix Dawn
Elemental,Tonberry,goldsmith,21779,Freya Dokkalfar
Elemental,Tonberry,goldsmith,19040,Noctis Lunaris
Elemental,Tonberry,goldsmith,8989,Alaric Justicar
Elemental,Tonberry,goldsmith,8730,Tamayu Efvle
Elemental,Tonberry,goldsmith,8655,Yuuki Aria
Elemental,Tonberry,goldsmith,7378,Lemon Salt
Elemental,Tonberry,goldsmith,6985,Azrine Tyriel
Elemental,Tonberry,goldsmith,6877,Ciaphas Cain
Elemental,Tonberry,goldsmith,6652,Lynette Vetrhearth
Elemental,Tonberry,goldsmith,5987,Vold Delacroix
Elemental,Tonberry,goldsmith,5514,Puro Effi
Elemental,Tonberry,goldsmith,5098,Carnia Balthesar
Elemental,Tonberry,goldsmith,4768,Mila Espoir
Elemental,Tonberry,goldsmith,4521,Kate Blueberry
Elemental,Tonberry,goldsmith,3844,Skylar Pendragon
Elemental,Tonberry,goldsmith,3810,Eclair Alt
Elemental,Tonberry,goldsmith,3670,Chocolate Souffle
Elemental,Tonberry,goldsmith,3647,Grigori Valentine
Elemental,Tonberry,goldsmith,3513,Artorias Etnia
Elemental,Tonberry,goldsmith,3351,Alice Akiko
Elemental,Tonberry,goldsmith,3028,Jax Parow
Elemental,Tonberry,goldsmith,3000,Kaoru Ostoiraint
Elemental,Tonberry,goldsmith,2970,Streal Ririan
Elemental,Tonberry,goldsmith,2959,Enefeaa Sophia
Elemental,Tonberry,goldsmith,2749,Rainele Enigma
Elemental,Tonberry,goldsmith,2687,Hacchi Honey
Elemental,Tonberry,goldsmith,2574,Roshan Ipheleta
Elemental,Tonberry,goldsmith,2520,Miraku Kaidae
Elemental,Tonberry,goldsmith,2506,Wran Sin
Elemental,Tonberry,goldsmith,2501,Walter Raykit
Elemental,Tonberry,goldsmith,2401,Ragnvald Zephyrus
Elemental,Tonberry,goldsmith,2135,Crystalice Arc
Elemental,Tonberry,goldsmith,2101,Valence Stalfeld
Elemental,Tonberry,goldsmith,2043,Melrie Merie
Elemental,Tonberry,goldsmith,1966,Bufferin Plus
Elemental,Tonberry,goldsmith,1959,Yuria Rowina
Elemental,Tonberry,goldsmith,1880,Nya Lafihna
Elemental,Tonberry,goldsmith,1848,Crescent Shroud
Elemental,Tonberry,goldsmith,1804,Atom Blue
Elemental,Tonberry,goldsmith,1774,Ricco Gumin
Elemental,Tonberry,goldsmith,1769,Betty Lafea
Elemental,Tonberry,goldsmith,1663,Monka S'
Elemental,Tonberry,goldsmith,1641,Muse Dansante
Elemental,Tonberry,goldsmith,1637,Yuzu Maril
Elemental,Tonberry,goldsmith,1617,Cona Mique
Elemental,Tonberry,goldsmith,1448,Slyv Calico
Elemental,Tonberry,goldsmith,1437,Rana Jmstak
Elemental,Tonberry,goldsmith,1390,Dxorg Reevxig
Elemental,Tonberry,goldsmith,1360,Echora Triune
Elemental,Tonberry,goldsmith,1357,Cherry Panther
Elemental,Tonberry,goldsmith,1310,Chii Harem
Elemental,Tonberry,goldsmith,1308,Elthion Kyio
Elemental,Tonberry,goldsmith,1300,Mawata Gharl
Elemental,Tonberry,goldsmith,1297,Seiyumi Combatir
Elemental,Tonberry,goldsmith,1290,Cyriella Tamabee
Elemental,Tonberry,goldsmith,1260,Kabosu Watercolour
Elemental,Tonberry,goldsmith,1236,Tsubaki Alisa
Elemental,Tonberry,goldsmith,1200,Kannagi Druid
Elemental,Tonberry,goldsmith,1108,Mary Rose
Elemental,Tonberry,goldsmith,1103,Saerav Foxfire
Elemental,Tonberry,goldsmith,1101,Tiroru Mitsuhiro
Elemental,Tonberry,goldsmith,1069,Nova Stiel
Elemental,Tonberry,goldsmith,1041,Shironet Shi
Elemental,Tonberry,goldsmith,1025,Himi Momo
Elemental,Tonberry,goldsmith,1020,Rozarria Beoulve
Elemental,Tonberry,goldsmith,990,Kuuhaku Naja
Elemental,Tonberry,goldsmith,961,Razelth Vernsence
Elemental,Tonberry,goldsmith,921,Kizyth Advent
Elemental,Tonberry,goldsmith,908,Snow Raran
Elemental,Tonberry,goldsmith,900,Pinky Strife
Elemental,Tonberry,goldsmith,870,Red Tangy
Elemental,Tonberry,goldsmith,861,Mr Chilnista
Elemental,Tonberry,goldsmith,851,Kamilla Lich
Elemental,Tonberry,goldsmith,844,Mamori Sternn
Elemental,Tonberry,goldsmith,840,Thorim Stormrider
Elemental,Tonberry,goldsmith,839,Catherine Ni
Elemental,Tonberry,goldsmith,810,Charmy Sinbad
Elemental,Tonberry,goldsmith,810,Little Ducky
Elemental,Tonberry,goldsmith,809,Koutya Rokuzyo
Elemental,Tonberry,goldsmith,798,Sonhp Kousaka
Elemental,Tonberry,goldsmith,780,Mio Infel
Elemental,Tonberry,goldsmith,750,Ivan Konev
Elemental,Tonberry,goldsmith,750,Nemunemu Himazin
Elemental,Tonberry,goldsmith,741,Glacia Stoutaxe
Elemental,Tonberry,goldsmith,720,Binato Toshiki
