DC,world,Job,Points,Name
Gaia,Bahamut,leatherworker,7020,Ryan Raitmeaux
Gaia,Bahamut,leatherworker,6825,Chapoi Ish
Gaia,Bahamut,leatherworker,6677,Garua Buduga
Gaia,Bahamut,leatherworker,6626,Kalan Choe
Gaia,Bahamut,leatherworker,6378,Kanbe Kurosaki
Gaia,Bahamut,leatherworker,6320,Franitelle Fouillel
Gaia,Bahamut,leatherworker,6137,Nyan' Petit
Gaia,Bahamut,leatherworker,5925,Yuri Hurosuto
Gaia,Bahamut,leatherworker,5749,Prosia Pusia
Gaia,Bahamut,leatherworker,5708,Khronos Noah
Gaia,Bahamut,leatherworker,5705,Barron Clark
Gaia,Bahamut,leatherworker,5638,Ashita Mata
Gaia,Bahamut,leatherworker,5618,Harami Tokujo
Gaia,Bahamut,leatherworker,5362,Zizzs Kreutzer
Gaia,Bahamut,leatherworker,5185,Louis Leroux
Gaia,Bahamut,leatherworker,5000,Agito Orochi
Gaia,Bahamut,leatherworker,4917,Named Orva
Gaia,Bahamut,leatherworker,4628,Misoni Saba
Gaia,Bahamut,leatherworker,4626,Lendy Rivera
Gaia,Bahamut,leatherworker,4284,Momo Blossom
Gaia,Bahamut,leatherworker,4188,Maru Reco
Gaia,Bahamut,leatherworker,4153,Jocea Caldo
Gaia,Bahamut,leatherworker,3988,Rita Thoraval
Gaia,Bahamut,leatherworker,3789,Faye Valentine
Gaia,Bahamut,leatherworker,3765,Eswanorl Paria
Gaia,Bahamut,leatherworker,3753,Elun Azul
Gaia,Bahamut,leatherworker,3746,Shiba Hana
Gaia,Bahamut,leatherworker,3736,Sakuwo Sk
Gaia,Bahamut,leatherworker,3708,Minmi Jr
Gaia,Bahamut,leatherworker,3404,Ast Difalet
Gaia,Bahamut,leatherworker,3266,Imperial Medics
Gaia,Bahamut,leatherworker,3247,Gin'a Levieile
Gaia,Bahamut,leatherworker,3224,Cecily Fair
Gaia,Bahamut,leatherworker,3187,Spica Euclase
Gaia,Bahamut,leatherworker,3162,Moco Pota
Gaia,Bahamut,leatherworker,3148,Nyamo Nyamo
Gaia,Bahamut,leatherworker,3118,Reia Qreia
Gaia,Bahamut,leatherworker,3019,Pkcoco Malha
Gaia,Bahamut,leatherworker,3014,Ceylan Einfuchs
Gaia,Bahamut,leatherworker,2930,Arne Ravelli
Gaia,Bahamut,leatherworker,2878,Pipo Nuts
Gaia,Bahamut,leatherworker,2850,Louisa Schild
Gaia,Bahamut,leatherworker,2821,Rice Niku
Gaia,Bahamut,leatherworker,2803,Ron Carlisle
Gaia,Bahamut,leatherworker,2792,Kirara Hosi
Gaia,Bahamut,leatherworker,2705,Revy Silver
Gaia,Bahamut,leatherworker,2661,Fumi Silkn
Gaia,Bahamut,leatherworker,2652,Miso Tomato
Gaia,Bahamut,leatherworker,2635,Zenpoukouen Hunn
Gaia,Bahamut,leatherworker,2613,Nathaniel Reve
Gaia,Bahamut,leatherworker,2604,Narberal Light
Gaia,Bahamut,leatherworker,2563,Al Nonoan
Gaia,Bahamut,leatherworker,2508,Sirogane Sora
Gaia,Bahamut,leatherworker,2506,Hiro Key
Gaia,Bahamut,leatherworker,2493,Leo Soleil
Gaia,Bahamut,leatherworker,2482,Komugiko Risudoll
Gaia,Bahamut,leatherworker,2466,Hiro Latour
Gaia,Bahamut,weaver,675774,Ruin Sigurd
Gaia,Bahamut,weaver,574697,Milon Ga
Gaia,Bahamut,weaver,530082,Mel Latour
Gaia,Bahamut,weaver,500734,Millay Aliapoh
Gaia,Bahamut,weaver,500370,Ashe Gu-nyon
Gaia,Bahamut,weaver,500031,Codmrush Zzz
Gaia,Bahamut,weaver,485856,Ugni Blanc
Gaia,Bahamut,weaver,310818,Parasol Parasol
Gaia,Bahamut,weaver,297690,Zyuria Mi'fetora
Gaia,Bahamut,weaver,273622,Narumeya Xetta
Gaia,Bahamut,weaver,263679,A'ura Amih
Gaia,Bahamut,weaver,206075,Lilitea Silvestri
Gaia,Bahamut,weaver,201195,Diana Mai
Gaia,Bahamut,weaver,178248,Limb Grass
Gaia,Bahamut,weaver,112676,Gin'a Levieile
Gaia,Bahamut,weaver,109870,Elheven Bernstein
Gaia,Bahamut,weaver,85166,Rio Annis
Gaia,Bahamut,weaver,73117,Iookg Hyap
Gaia,Bahamut,weaver,70900,Delay Olkund
Gaia,Bahamut,weaver,68514,Fuyuhina Kondou
Gaia,Bahamut,weaver,61798,Alanstia Elysion
Gaia,Bahamut,weaver,52216,Michle Auriol
Gaia,Bahamut,weaver,51477,Ayda Arabi
Gaia,Bahamut,weaver,51222,Night Creen
Gaia,Bahamut,weaver,51174,Daria Jerry
Gaia,Bahamut,weaver,50686,Leo Soleil
Gaia,Bahamut,weaver,45931,Mihawk Garcia
Gaia,Bahamut,weaver,44017,Minmi Jr
Gaia,Bahamut,weaver,42695,Jirafa Mar
Gaia,Bahamut,weaver,32195,Bare Heart
Gaia,Bahamut,weaver,28612,Ice Stark
Gaia,Bahamut,weaver,20902,Shellyvia Yukito
Gaia,Bahamut,weaver,20795,Minium Cinnabar
Gaia,Bahamut,weaver,20622,Ryu Vene
Gaia,Bahamut,weaver,18129,Emilia Reine
Gaia,Bahamut,weaver,16639,Olica Sugarless
Gaia,Bahamut,weaver,16012,Mayoi Nuko
Gaia,Bahamut,weaver,15901,Licht Gypsophila
Gaia,Bahamut,weaver,15016,Rice Niku
Gaia,Bahamut,weaver,15011,Lecia Stella
Gaia,Bahamut,weaver,14614,Poppy Conte
Gaia,Bahamut,weaver,13662,Alysia Stella
Gaia,Bahamut,weaver,13470,Lucifel Seraph
Gaia,Bahamut,weaver,13142,Louis Colette
Gaia,Bahamut,weaver,12945,Emmy White
Gaia,Bahamut,weaver,12396,Uta Maimhov
Gaia,Bahamut,weaver,11644,Gustavain Quemperlain
Gaia,Bahamut,weaver,11638,Alice Asclepius
Gaia,Bahamut,weaver,11591,Dolce Vita
Gaia,Bahamut,weaver,10705,Maris Frijoles
Gaia,Bahamut,weaver,10586,Rion Reo
Gaia,Bahamut,weaver,10514,Remzero Ifpalazzo
Gaia,Bahamut,weaver,10127,Candy Heartfilia
Gaia,Bahamut,weaver,10084,Kaki Jolno
Gaia,Bahamut,weaver,10050,Rumi Souffle
Gaia,Bahamut,weaver,9931,S'ec Ret
Gaia,Bahamut,weaver,9716,Lenneth V'alkyrie
Gaia,Bahamut,weaver,9536,Sora Uni
Gaia,Bahamut,weaver,9260,Hurakumi Kouma
Gaia,Bahamut,weaver,9074,Farah Combatir
Gaia,Bahamut,weaver,9053,Mealchuris Valeria
Gaia,Bahamut,weaver,8663,Mum Faible
Gaia,Bahamut,weaver,8652,Papan Gratin
Gaia,Bahamut,weaver,8118,Chohatsu Uzao
Gaia,Bahamut,weaver,8085,Chlis Proud
Gaia,Bahamut,weaver,8056,Rise Vamp
Gaia,Bahamut,weaver,8040,Shia Farron
Gaia,Bahamut,weaver,7923,Corneria Brandish
Gaia,Bahamut,weaver,7921,Lendy Rivera
Gaia,Bahamut,weaver,7790,Sai Lune
Gaia,Bahamut,weaver,7431,Uta Macaroni
Gaia,Bahamut,weaver,7405,Red Tribal
Gaia,Bahamut,weaver,7329,Chip Bell
Gaia,Bahamut,weaver,7117,Hermione Granger
Gaia,Bahamut,weaver,7047,Aoi Calliope
Gaia,Bahamut,weaver,6954,Y'umeiko Rabh
Gaia,Bahamut,weaver,6894,Nice Heavenly
Gaia,Bahamut,weaver,6760,Shio Syosyo
Gaia,Bahamut,weaver,6450,Fujin Toriaina
Gaia,Bahamut,weaver,6174,Rain Fine
Gaia,Bahamut,weaver,6150,Lucy Amorbuffer
Gaia,Bahamut,weaver,6141,Kuro Karasu
Gaia,Bahamut,weaver,6132,Ian Heart
Gaia,Bahamut,weaver,5846,Peros Mccormick
Gaia,Bahamut,weaver,5791,Ririm Rindr
Gaia,Bahamut,weaver,5636,Aoi Haru
Gaia,Bahamut,weaver,5585,Anemone Aprilis
Gaia,Bahamut,weaver,5382,Philly Rose
Gaia,Bahamut,weaver,5229,Navie Alcyone
Gaia,Bahamut,weaver,5184,Yuki Cham
Gaia,Bahamut,weaver,5087,Ritu Dylandy
Gaia,Bahamut,weaver,5057,Liaoi Lai
Gaia,Bahamut,weaver,4981,Cerina Honoka
Gaia,Bahamut,weaver,4980,Kanon Lohenstein
Gaia,Bahamut,weaver,4819,Ritilia Afiito
Gaia,Bahamut,weaver,4682,Laurus Lasnatine
Gaia,Bahamut,weaver,4679,Niine Njk
Gaia,Bahamut,weaver,4677,Rouge Scarlet
Gaia,Bahamut,weaver,4660,Lolo Ploaie
Gaia,Bahamut,weaver,4640,Seean Sarasvati
Gaia,Bahamut,alchemist,3879830,Beere Hellrot
Gaia,Bahamut,alchemist,587978,Suzuseri Nazuna
Gaia,Bahamut,alchemist,444957,Algiz Loseusphalaen
Gaia,Bahamut,alchemist,435362,Emilio Cutlet
Gaia,Bahamut,alchemist,365583,Liaoi Lai
Gaia,Bahamut,alchemist,350726,Alanstia Elysion
Gaia,Bahamut,alchemist,338410,Yusura Takahara
Gaia,Bahamut,alchemist,310602,Fanill Falunill
Gaia,Bahamut,alchemist,230717,Westen Lansi
Gaia,Bahamut,alchemist,208640,Lotus Mukai
Gaia,Bahamut,alchemist,207180,Rune Works
Gaia,Bahamut,alchemist,181403,Soul Evance
Gaia,Bahamut,alchemist,179778,Raiza White
Gaia,Bahamut,alchemist,177701,Yuki Ilcuore
Gaia,Bahamut,alchemist,124194,Alan Avagnar
Gaia,Bahamut,alchemist,120028,Shuna M'lyce
Gaia,Bahamut,alchemist,81215,Kyno Landini
Gaia,Bahamut,alchemist,81036,Boufuu Stream
Gaia,Bahamut,alchemist,73270,Tantan Fri
Gaia,Bahamut,alchemist,65794,Uopry Uop
Gaia,Bahamut,alchemist,65126,Caramel Pudding
Gaia,Bahamut,alchemist,62080,Lucy North
Gaia,Bahamut,alchemist,61826,Walnuts Bean
Gaia,Bahamut,alchemist,56578,Ogie Necloix
Gaia,Bahamut,alchemist,55932,Mizuky Auster
Gaia,Bahamut,alchemist,54241,Yukino Echuir
Gaia,Bahamut,alchemist,53727,Michle Auriol
Gaia,Bahamut,alchemist,52986,Cleyra Settlement
Gaia,Bahamut,alchemist,52327,Yoshii Shin
Gaia,Bahamut,alchemist,50471,Geitz Orphan
Gaia,Bahamut,alchemist,50264,Navie Alcyone
Gaia,Bahamut,alchemist,40154,Reia Kirisato
Gaia,Bahamut,alchemist,37812,Chu Panda
Gaia,Bahamut,alchemist,30291,Hinoe Mochizuki
Gaia,Bahamut,alchemist,30091,Ex Libris
Gaia,Bahamut,alchemist,27237,Seventh Landing
Gaia,Bahamut,alchemist,24982,Vergil Capt
Gaia,Bahamut,alchemist,23046,Alfred Leonhart
Gaia,Bahamut,alchemist,20284,Luri Rula
Gaia,Bahamut,alchemist,17785,Meiko Iris
Gaia,Bahamut,alchemist,17034,Nana Moonlight
Gaia,Bahamut,alchemist,16567,Kou Kanuma
Gaia,Bahamut,alchemist,16242,Minmi Jr
Gaia,Bahamut,alchemist,15749,Lua Lyric
Gaia,Bahamut,alchemist,14838,Kelly Red
Gaia,Bahamut,alchemist,14773,Erech Naug
Gaia,Bahamut,alchemist,14672,Luna Eleos
Gaia,Bahamut,alchemist,14170,Nacht Qalli
Gaia,Bahamut,alchemist,14011,Five Rain
Gaia,Bahamut,alchemist,13820,Rosa Morbidelli
Gaia,Bahamut,alchemist,12762,Deep House
Gaia,Bahamut,alchemist,12712,Ruu Howell
Gaia,Bahamut,alchemist,12414,Caldo Slumber
Gaia,Bahamut,alchemist,12197,Erisu Rosenkreuts
Gaia,Bahamut,alchemist,11524,Beck Novalis
Gaia,Bahamut,alchemist,11349,Poppy Conte
Gaia,Bahamut,alchemist,11185,Cerina Honoka
Gaia,Bahamut,alchemist,11179,Kamiya Xs
Gaia,Bahamut,alchemist,10952,Mel Latour
Gaia,Bahamut,alchemist,10864,Wini Wilma
Gaia,Bahamut,alchemist,10758,Lucy Amorbuffer
Gaia,Bahamut,alchemist,10684,Mhira Ghaldaani
Gaia,Bahamut,alchemist,10530,Lavi Kashmir
Gaia,Bahamut,alchemist,10485,Mihen Kiyuri
Gaia,Bahamut,alchemist,10011,Lin Blaustein
Gaia,Bahamut,alchemist,9752,Kuri Toge
Gaia,Bahamut,alchemist,9671,Consomme Mkll
Gaia,Bahamut,alchemist,8821,Nawomi Erbluhen
Gaia,Bahamut,alchemist,8765,Reaper El
Gaia,Bahamut,alchemist,8535,Stan Baggio
Gaia,Bahamut,alchemist,8519,Myrddin Fiarus
Gaia,Bahamut,alchemist,8359,Rezes Alabaster
Gaia,Bahamut,alchemist,8322,Mao Surugi
Gaia,Bahamut,alchemist,8223,Mai Asahina
Gaia,Bahamut,alchemist,8109,Seox Skybound
Gaia,Bahamut,alchemist,8034,Kafeore Plum
Gaia,Bahamut,alchemist,7568,Minium Cinnabar
Gaia,Bahamut,alchemist,7089,Anren Familia
Gaia,Bahamut,alchemist,7068,Mizar Halcyon
Gaia,Bahamut,alchemist,7058,Mihawk Garcia
Gaia,Bahamut,alchemist,7050,Hoshi Zuna
Gaia,Bahamut,alchemist,6926,Spinel Loxaerion
Gaia,Bahamut,alchemist,6909,Kirin Hiragitomal
Gaia,Bahamut,alchemist,6863,Syumelia Algate
Gaia,Bahamut,alchemist,6781,Tig Re'c
Gaia,Bahamut,alchemist,6630,Nana Milky
Gaia,Bahamut,alchemist,6554,Pixie Ll
Gaia,Bahamut,alchemist,6395,Nito Ritchie
Gaia,Bahamut,alchemist,6356,Rui Ludwig
Gaia,Bahamut,alchemist,6219,Alma Tox
Gaia,Bahamut,alchemist,6174,Leon Qestir
Gaia,Bahamut,alchemist,6089,Flanche Alwency
Gaia,Bahamut,alchemist,6053,May Disease
Gaia,Bahamut,alchemist,6046,Limb Grass
Gaia,Bahamut,alchemist,5970,Noir Noe
Gaia,Bahamut,alchemist,5910,Yukarin Pan
Gaia,Bahamut,alchemist,5901,Kiki Daphnia
Gaia,Bahamut,alchemist,5874,Sasasa Sasa
Gaia,Bahamut,alchemist,5816,Ryry Pom
Gaia,Bahamut,alchemist,5745,Kanya Legunat
Gaia,Bahamut,culinarian,1008073,Kanora Melech
Gaia,Bahamut,culinarian,710912,Yukimi Tukimi
Gaia,Bahamut,culinarian,669221,Aroma Peppermint
Gaia,Bahamut,culinarian,595494,Surumeu Meu
Gaia,Bahamut,culinarian,539861,Tuna Corn
Gaia,Bahamut,culinarian,483735,Persephone Obsidian
Gaia,Bahamut,culinarian,480272,Sym Myle
Gaia,Bahamut,culinarian,402735,Aile Strath
Gaia,Bahamut,culinarian,380285,Ikusu Maple
Gaia,Bahamut,culinarian,377337,Reia Kirisato
Gaia,Bahamut,culinarian,373282,Xiaomo Lin
Gaia,Bahamut,culinarian,370063,Andrea Lopez
Gaia,Bahamut,culinarian,356648,Osaka Taro
Gaia,Bahamut,culinarian,353869,Azulleo Rosfall
Gaia,Bahamut,culinarian,253306,Mu Metal
Gaia,Bahamut,culinarian,217181,Areadbhair Werdna
Gaia,Bahamut,culinarian,180107,Sizu Masuzu
Gaia,Bahamut,culinarian,151571,Ren Ren'
Gaia,Bahamut,culinarian,134152,Kanbe Kurosaki
Gaia,Bahamut,culinarian,126052,Houmei Yuzuriha
Gaia,Bahamut,culinarian,115160,Yaya Weln
Gaia,Bahamut,culinarian,101445,Yaki Yaki
Gaia,Bahamut,culinarian,87157,Gin Gehennam
Gaia,Bahamut,culinarian,65896,Poppy Conte
Gaia,Bahamut,culinarian,64976,Axanthic Viper
Gaia,Bahamut,culinarian,62631,Eddie Mondlicht
Gaia,Bahamut,culinarian,61935,Maro C-
Gaia,Bahamut,culinarian,51481,Fritter Frictura
Gaia,Bahamut,culinarian,51262,Yoru Hito
Gaia,Bahamut,culinarian,50502,Rico Leonhart
Gaia,Bahamut,culinarian,45790,Halvani Sizel
Gaia,Bahamut,culinarian,38562,Taroyan Momo
Gaia,Bahamut,culinarian,33246,Jet Zombiecat
Gaia,Bahamut,culinarian,29155,Michle Auriol
Gaia,Bahamut,culinarian,20906,Il-o-h As
Gaia,Bahamut,culinarian,16887,Arca Orca
Gaia,Bahamut,culinarian,15962,Lucy Amorbuffer
Gaia,Bahamut,culinarian,14536,Kruvi Berck
Gaia,Bahamut,culinarian,14441,Memah Schrodinger
Gaia,Bahamut,culinarian,13230,Kakyoin Noriaki
Gaia,Bahamut,culinarian,11780,Yotti Nagis
Gaia,Bahamut,culinarian,11646,Lino Ahlspiess
Gaia,Bahamut,culinarian,11640,Sasane Yuki
Gaia,Bahamut,culinarian,10867,Hexens Chuss
Gaia,Bahamut,culinarian,10809,Licht Edelstein
Gaia,Bahamut,culinarian,10715,Nyaxoo Kw
Gaia,Bahamut,culinarian,10547,Queen Sheba
Gaia,Bahamut,culinarian,10356,Hata Sora
Gaia,Bahamut,culinarian,10337,Chi Bi
Gaia,Bahamut,culinarian,10183,Mel Latour
Gaia,Bahamut,culinarian,9981,Rico'te Swift
Gaia,Bahamut,culinarian,9587,Doit Cool
Gaia,Bahamut,culinarian,8825,Caro Merrill
Gaia,Bahamut,culinarian,8824,Nagomi Moimoi
Gaia,Bahamut,culinarian,8730,Luna Crescente
Gaia,Bahamut,culinarian,8572,Ruin Sigurd
Gaia,Bahamut,culinarian,8231,Mi Anco
Gaia,Bahamut,culinarian,8214,Chara Bell
Gaia,Bahamut,culinarian,8209,Siro Attelier
Gaia,Bahamut,culinarian,7944,Kurou Kurosame
Gaia,Bahamut,culinarian,7768,Petan Coo
Gaia,Bahamut,culinarian,7583,Clara Ely
Gaia,Bahamut,culinarian,7467,Su Ponzu
Gaia,Bahamut,culinarian,7434,Lunae Silvertabby
Gaia,Bahamut,culinarian,7358,Barusa Micosu
Gaia,Bahamut,culinarian,7308,Hayato Tia
Gaia,Bahamut,culinarian,7205,Mari Mary
Gaia,Bahamut,culinarian,7187,Kaf Ka
Gaia,Bahamut,culinarian,7114,Zen Material
Gaia,Bahamut,culinarian,7110,Nira Reba
Gaia,Bahamut,culinarian,6971,Lunavlasik Nuescathia
Gaia,Bahamut,culinarian,6728,Kazz Bushclover
Gaia,Bahamut,culinarian,6406,Minium Cinnabar
Gaia,Bahamut,culinarian,6289,Ryu'zu Journey
Gaia,Bahamut,culinarian,6105,Rrr Encount
Gaia,Bahamut,culinarian,6000,Be Quiet
Gaia,Bahamut,culinarian,5977,Veil Merry
Gaia,Bahamut,culinarian,5976,Nanasanzero Ryuu
Gaia,Bahamut,culinarian,5945,Lendy Rivera
Gaia,Bahamut,culinarian,5927,Miso Tomato
Gaia,Bahamut,culinarian,5841,Miwaco Mojito
Gaia,Bahamut,culinarian,5818,Amane Yuuki
Gaia,Bahamut,culinarian,5780,Haru Tournesol
Gaia,Bahamut,culinarian,5768,Karu Tear
Gaia,Bahamut,culinarian,5442,Orenoyome Focett
Gaia,Bahamut,culinarian,5357,Jonathan Wilson
Gaia,Bahamut,culinarian,5331,Ebi Oshushi
Gaia,Bahamut,culinarian,5240,Rapun Zel
Gaia,Bahamut,culinarian,5211,Damako Robes
Gaia,Bahamut,culinarian,5010,Ri Gem
Gaia,Bahamut,culinarian,4952,Shalom Chaverim
Gaia,Bahamut,culinarian,4798,Leah Filtz
Gaia,Bahamut,culinarian,4791,Shiori Yuuki
Gaia,Bahamut,culinarian,4763,Runnosuk Yamada
Gaia,Bahamut,culinarian,4722,Elmeth Kshatriya
Gaia,Bahamut,culinarian,4680,Nagi Magi
Gaia,Bahamut,culinarian,4499,Angel Lost
Gaia,Bahamut,culinarian,4499,Selene L'ombre
Gaia,Bahamut,culinarian,4372,Lie Haduki
Gaia,Bahamut,culinarian,4340,Ninile Nile
Gaia,Bahamut,miner,654817,Alicia Rosa
Gaia,Bahamut,miner,449799,Roy Astaire
Gaia,Bahamut,miner,410555,Sakuya Saku
Gaia,Bahamut,miner,406213,Narumi Shaula
Gaia,Bahamut,miner,331363,Anubis Alter
Gaia,Bahamut,miner,319250,Wonder Servant
Gaia,Bahamut,miner,263168,Arthur Pencilgon
Gaia,Bahamut,miner,261886,Marl Muffet
Gaia,Bahamut,miner,257986,Noa Lask
Gaia,Bahamut,miner,241388,Lolita Ponta
Gaia,Bahamut,miner,238496,Shanks Seraphim
Gaia,Bahamut,miner,225236,Trick Alc
Gaia,Bahamut,miner,219576,Silvia Goldberg
Gaia,Bahamut,miner,215988,Lena Trinity
Gaia,Bahamut,miner,210583,Noyu Ootaki
Gaia,Bahamut,miner,188235,Yaki Yaki
Gaia,Bahamut,miner,180401,Minelva Legacy
Gaia,Bahamut,miner,163940,Asran Callenreese
Gaia,Bahamut,miner,147901,Tofu Daidai
Gaia,Bahamut,miner,113067,Xion Twilight
Gaia,Bahamut,miner,108632,Ruu Howell
Gaia,Bahamut,miner,100588,You Alies
Gaia,Bahamut,miner,94543,Ichiru Eichirulu
Gaia,Bahamut,miner,92186,Tokugawa Ieyasu
Gaia,Bahamut,miner,91855,Reaper El
Gaia,Bahamut,miner,91508,Rin Pon
Gaia,Bahamut,miner,90175,Orihc Nek
Gaia,Bahamut,miner,85763,Firel Rex
Gaia,Bahamut,miner,82450,Super Futosikun
Gaia,Bahamut,miner,81867,Aleesha Bellini
Gaia,Bahamut,miner,74080,Iookg Hyap
Gaia,Bahamut,miner,72572,Yukino Rain
Gaia,Bahamut,miner,71386,Metsu Chitose
Gaia,Bahamut,miner,69057,Meta Born
Gaia,Bahamut,miner,65426,Algiz Loseusphalaen
Gaia,Bahamut,miner,62632,Hoge Doge
Gaia,Bahamut,miner,59967,Sun Isgod
Gaia,Bahamut,miner,58168,Lalary Cacary
Gaia,Bahamut,miner,57169,Shiapon Shiashiayo
Gaia,Bahamut,miner,55935,Aquos Fluidy
Gaia,Bahamut,miner,54578,Louis Cavaliere
Gaia,Bahamut,miner,54392,Nyaxoo Kw
Gaia,Bahamut,miner,52054,Lucy Amorbuffer
Gaia,Bahamut,miner,51931,Karaon Carbon
Gaia,Bahamut,miner,51225,Yoru Hito
Gaia,Bahamut,miner,50066,Cecily Armacraft
Gaia,Bahamut,miner,49267,Lunavlasik Nuescathia
Gaia,Bahamut,miner,48940,Mikotish Maria
Gaia,Bahamut,miner,47980,Ferdene Mutheucess
Gaia,Bahamut,miner,47377,Lie Haduki
Gaia,Bahamut,miner,46791,Chibi Nyan
Gaia,Bahamut,miner,46713,Dolch Blau
Gaia,Bahamut,miner,45471,Kuroena Oscuro
Gaia,Bahamut,miner,45284,Verdandi Valkyrie
Gaia,Bahamut,miner,45256,Eddie Mondlicht
Gaia,Bahamut,miner,43539,Towel Cat'
Gaia,Bahamut,miner,42876,Ren Ren'
Gaia,Bahamut,miner,42153,Futoneko Ashitaro
Gaia,Bahamut,miner,40281,Hsiu Mujuuk
Gaia,Bahamut,miner,39133,Omusubi Yama
Gaia,Bahamut,miner,38974,Alfons Fields
Gaia,Bahamut,miner,38804,Lina Polon
Gaia,Bahamut,miner,37061,Areadbhair Werdna
Gaia,Bahamut,miner,36894,Forest Strix
Gaia,Bahamut,miner,36496,Kikitsu Kitsu
Gaia,Bahamut,miner,36325,Gemma Tea
Gaia,Bahamut,miner,36079,Haisting Armbrust
Gaia,Bahamut,miner,35637,Nacht Qalli
Gaia,Bahamut,miner,35591,A'ura Amih
Gaia,Bahamut,miner,35405,Michle Auriol
Gaia,Bahamut,miner,35010,Alice Fatima
Gaia,Bahamut,miner,34872,Rio Lastscent
Gaia,Bahamut,miner,34439,Sugar Butterfly
Gaia,Bahamut,miner,33896,Soba Gon
Gaia,Bahamut,miner,32844,Dante West
Gaia,Bahamut,miner,32817,Yuiclaus Stauffenberg
Gaia,Bahamut,miner,32526,Kusunoha Konoe
Gaia,Bahamut,miner,32389,Necota Girgliez
Gaia,Bahamut,miner,32266,Maru Tyatya
Gaia,Bahamut,miner,31752,Tiffany Quin
Gaia,Bahamut,miner,31387,Wallace Clay
Gaia,Bahamut,miner,31370,Tatra Lou
Gaia,Bahamut,miner,30555,Kon Amatuki
Gaia,Bahamut,miner,30394,On Haruneko
Gaia,Bahamut,miner,30388,Corneria Brandish
Gaia,Bahamut,miner,28969,Kruvi Berck
Gaia,Bahamut,miner,28561,Alanstia Elysion
Gaia,Bahamut,miner,28318,Risa Folhein
Gaia,Bahamut,miner,27960,Mayoi Nuko
Gaia,Bahamut,miner,27831,Holku Neru
Gaia,Bahamut,miner,27631,Licht Edelstein
Gaia,Bahamut,miner,27281,Laza Ixtlil
Gaia,Bahamut,miner,27211,Caramel Pudding
Gaia,Bahamut,miner,27201,Limb Grass
Gaia,Bahamut,miner,27066,Porkbits King
Gaia,Bahamut,miner,27000,Amaimon Deep
Gaia,Bahamut,miner,26890,Kitsune Kawaii
Gaia,Bahamut,miner,26679,Daima Don
Gaia,Bahamut,miner,26129,Pixie Ll
Gaia,Bahamut,miner,25315,Neir Gestalt
Gaia,Bahamut,botanist,456613,Laza Ixtlil
Gaia,Bahamut,botanist,410378,A'lia Latta
Gaia,Bahamut,botanist,396409,Koruri Tosho
Gaia,Bahamut,botanist,372091,Arthur Pencilgon
Gaia,Bahamut,botanist,313974,Yamada Yamada
Gaia,Bahamut,botanist,280093,Vanilla Latte
Gaia,Bahamut,botanist,267073,Lolita Ponta
Gaia,Bahamut,botanist,239137,Caprese Mozzarella
Gaia,Bahamut,botanist,238391,Silvia Goldberg
Gaia,Bahamut,botanist,221041,Sophie Sanchez
Gaia,Bahamut,botanist,211665,Selena Blau
Gaia,Bahamut,botanist,203192,Minelva Legacy
Gaia,Bahamut,botanist,197639,Chillon Dragonia
Gaia,Bahamut,botanist,196410,Amaimon Deep
Gaia,Bahamut,botanist,178775,Uris Belial
Gaia,Bahamut,botanist,177412,Rifia Rifelia
Gaia,Bahamut,botanist,162047,Lie Haduki
Gaia,Bahamut,botanist,146996,Cca Rayhua
Gaia,Bahamut,botanist,137772,Licca Kayama
Gaia,Bahamut,botanist,125850,Lua Lyric
Gaia,Bahamut,botanist,119960,Lisire Lazing
Gaia,Bahamut,botanist,108966,Kana Nana
Gaia,Bahamut,botanist,108136,Veleno Conte
Gaia,Bahamut,botanist,103816,Toutou Rice
Gaia,Bahamut,botanist,97204,Supipi Maru
Gaia,Bahamut,botanist,73670,Astaroth Ethelbert
Gaia,Bahamut,botanist,64845,Rose Orlov
Gaia,Bahamut,botanist,64724,Lucius Claudius
Gaia,Bahamut,botanist,64717,Fenrir Sethe
Gaia,Bahamut,botanist,56712,Eswanorl Paria
Gaia,Bahamut,botanist,51303,Lucy Amorbuffer
Gaia,Bahamut,botanist,50668,Johnniewalker Black
Gaia,Bahamut,botanist,50039,Silver Ashes
Gaia,Bahamut,botanist,49561,Ys Ys
Gaia,Bahamut,botanist,46591,Yuki Ilcuore
Gaia,Bahamut,botanist,46580,Iookg Hyap
Gaia,Bahamut,botanist,43962,Sirasu Arubosu
Gaia,Bahamut,botanist,43704,Kojiro Malito
Gaia,Bahamut,botanist,43084,Abel Hephaestus
Gaia,Bahamut,botanist,42015,Fuyuhina Kondou
Gaia,Bahamut,botanist,41160,Madoka Rays
Gaia,Bahamut,botanist,41044,Michle Auriol
Gaia,Bahamut,botanist,40415,Lychee Glass
Gaia,Bahamut,botanist,40302,Akico Citrine
Gaia,Bahamut,botanist,39885,Nunulu Nulu
Gaia,Bahamut,botanist,39335,Mie Momo
Gaia,Bahamut,botanist,38306,Ren Ren'
Gaia,Bahamut,botanist,36639,Neir Gestalt
Gaia,Bahamut,botanist,35895,Chlis Proud
Gaia,Bahamut,botanist,35446,Tamaki Ui
Gaia,Bahamut,botanist,35208,Yuz Cha
Gaia,Bahamut,botanist,34276,Mari Mary
Gaia,Bahamut,botanist,34050,Riu Wainwright
Gaia,Bahamut,botanist,34035,Ndin Ndin
