,world,Job,Points,Name,Day_Number,Rank
63,Aegis,carpenter,2595,Chelsea Yummy,4,64
64,Aegis,carpenter,2580,Moco Sugar,4,65
65,Aegis,carpenter,2578,Miju Rihm,4,66
66,Aegis,carpenter,2541,Omoti Moti,4,67
67,Aegis,carpenter,2515,Sania Amituki,4,68
68,Aegis,carpenter,2480,Ichika Liessfeldt,4,69
69,Aegis,carpenter,2445,Coke Can,4,70
70,Aegis,carpenter,2443,Lolobon Terapin,4,71
71,Aegis,carpenter,2400,Yukke Bruce,4,72
72,Aegis,carpenter,2396,Burusu Prime,4,73
73,Aegis,carpenter,2340,Ninne Goudernoux,4,74
74,Aegis,carpenter,2340,Rului Mowo,4,75
75,Aegis,carpenter,2329,Kamikaze Soul,4,76
76,Aegis,carpenter,2294,Azuki Goro,4,77
77,Aegis,carpenter,2222,Lahaina Kaanapali,4,78
78,Aegis,carpenter,2113,Ruruku Ruku,4,79
79,Aegis,carpenter,2087,Jadomont Fouillel,4,80
80,Aegis,carpenter,2067,Waka Nohana,4,81
81,Aegis,carpenter,2065,Soul Blitz,4,82
82,Aegis,carpenter,2058,Chopp Chapp,4,83
83,Aegis,carpenter,2039,Iro Dori,4,84
84,Aegis,carpenter,1997,Lalabel Bluedaisy,4,85
85,Aegis,carpenter,1991,Lam Wool,4,86
86,Aegis,carpenter,1986,Eriko Akanishi,4,87
87,Aegis,carpenter,1981,Vivicco Victoria,4,88
88,Aegis,carpenter,1980,Reize Recuerdo,4,89
89,Aegis,carpenter,1955,Tan Popo,4,90
90,Aegis,carpenter,1920,Leonhart Elric,4,91
91,Aegis,carpenter,1841,Waddle Dee,4,92
92,Aegis,carpenter,1830,Makkun Strike,4,93
93,Aegis,carpenter,1787,Nyar-c Malha,4,94
94,Aegis,carpenter,1785,Tsuki Lesa,4,95
95,Aegis,carpenter,1772,Fuku Poo,4,96
96,Aegis,carpenter,1768,Gouto Holly,4,97
97,Aegis,carpenter,1765,Alma Atuy,4,98
98,Aegis,carpenter,1752,Shadow Glaive,4,99
99,Aegis,carpenter,1740,Lin Metia,4,100
100,Aegis,blacksmith,292108,Shiro Silver,4,1
101,Aegis,blacksmith,249691,Hoshikawa Subaru,4,2
102,Aegis,blacksmith,230466,Eleanor Dana,4,3
103,Aegis,blacksmith,176315,Dan Cho,4,4
104,Aegis,blacksmith,123900,Kuro Issant,4,5
105,Aegis,blacksmith,118590,Xxxxx Xxxxx,4,6
106,Aegis,blacksmith,89934,Marl Moon,4,7
107,Aegis,blacksmith,77764,Kvarfolian Trifolion,4,8
108,Aegis,blacksmith,74105,Aspen Capen,4,9
109,Aegis,blacksmith,72836,Honey Lemon,4,10
110,Aegis,blacksmith,69562,Mizuzun Dundamin,4,11
111,Aegis,blacksmith,61760,Sin Gari,4,12
112,Aegis,blacksmith,61655,Ebiko Tasando,4,13
113,Aegis,blacksmith,42551,Nezi Hephaistos,4,14
114,Aegis,blacksmith,41954,Stradivarius Dolphin,4,15
115,Aegis,blacksmith,41271,Fennel Tiger,4,16
116,Aegis,blacksmith,31994,Chizuna Jaja,4,17
117,Aegis,blacksmith,30707,Ecah'a Soleil,4,18
118,Aegis,blacksmith,28056,Qoo Souffle,4,19
119,Aegis,blacksmith,24761,Felix Amber,4,20
120,Aegis,blacksmith,18519,Monisha Cirrus,4,21
121,Aegis,blacksmith,18447,Nekorobu Goron,4,22
122,Aegis,blacksmith,17395,Gyano Schneider,4,23
123,Aegis,blacksmith,14216,Soushi Okita,4,24
124,Aegis,blacksmith,12026,Jacksonbird Al'akir,4,25
125,Aegis,blacksmith,11175,Suoh Wolfswift,4,26
126,Aegis,blacksmith,10708,Tan Popo,4,27
127,Aegis,blacksmith,10376,Mu Yak,4,28
128,Aegis,blacksmith,8581,Aquamarine March,4,29
129,Aegis,blacksmith,8570,Reala Spica,4,30
130,Aegis,blacksmith,7970,Stoy Koop,4,31
131,Aegis,blacksmith,6881,Momo Sakura,4,32
132,Aegis,blacksmith,6724,Amalthea Imsheep,4,33
133,Aegis,blacksmith,6465,L'ucia Amih,4,34
134,Aegis,blacksmith,6252,Jade Welfeine,4,35
135,Aegis,blacksmith,5849,Aisya Empress,4,36
136,Aegis,blacksmith,5826,Dalitim Salvador,4,37
137,Aegis,blacksmith,5749,Ran Tana,4,38
138,Aegis,blacksmith,5585,Clear Sumo,4,39
139,Aegis,blacksmith,5492,Rina Charat,4,40
140,Aegis,blacksmith,5491,Yullin Heartilly,4,41
141,Aegis,blacksmith,5328,Chess Cat,4,42
142,Aegis,blacksmith,5215,Rin Mirror,4,43
143,Aegis,blacksmith,4724,Yuri White,4,44
144,Aegis,blacksmith,4111,Chicory Nyan,4,45
145,Aegis,blacksmith,3983,Mel Enger,4,46
146,Aegis,blacksmith,3978,Sawa China,4,47
147,Aegis,blacksmith,3942,Roux Louka,4,48
148,Aegis,blacksmith,3870,Yossy Brewer,4,49
149,Aegis,blacksmith,3865,Frang Moriarty,4,50
150,Aegis,blacksmith,3732,Shall Fields,4,51
151,Aegis,blacksmith,3522,Fumi Leafray,4,52
152,Aegis,blacksmith,3310,Kage Kura,4,53
153,Aegis,blacksmith,3297,Jadomont Fouillel,4,54
154,Aegis,blacksmith,3222,Alman Aurelia,4,55
155,Aegis,blacksmith,3219,Sumi Matsuno,4,56
156,Aegis,blacksmith,3052,Usa Kiritani,4,57
157,Aegis,blacksmith,2920,Noelle Seeker,4,58
158,Aegis,blacksmith,2874,Yoru Aoame,4,59
159,Aegis,blacksmith,2541,Nagi Tsukiyono,4,60
160,Aegis,blacksmith,2474,Lachesis Knight,4,61
161,Aegis,blacksmith,2403,Shadow Glaive,4,62
162,Aegis,blacksmith,2340,Somali Vivienne,4,63
163,Aegis,blacksmith,2337,Fluffy Pancake,4,64
164,Aegis,blacksmith,2217,Y'nero Tia,4,65
165,Aegis,blacksmith,2161,Ruruku Ruku,4,66
166,Aegis,blacksmith,2147,Kate Charis,4,67
167,Aegis,blacksmith,2086,Salad Maison,4,68
168,Aegis,blacksmith,2066,Yukiki Yuki,4,69
169,Aegis,blacksmith,1945,Bakuku Matata,4,70
170,Aegis,blacksmith,1942,Lemu Acell,4,71
171,Aegis,blacksmith,1932,Sieglinde Shrike,4,72
172,Aegis,blacksmith,1910,Ichi Monji,4,73
173,Aegis,blacksmith,1880,Zakiel Scipio,4,74
174,Aegis,blacksmith,1829,The Rose,4,75
175,Aegis,blacksmith,1808,Marvelo Kaj'ik,4,76
176,Aegis,blacksmith,1801,Hoshi Don-,4,77
177,Aegis,blacksmith,1795,Magutya Bastet,4,78
178,Aegis,blacksmith,1765,Windows Vista,4,79
179,Aegis,blacksmith,1747,Quasar Arthur,4,80
180,Aegis,blacksmith,1740,Mutsu Tukumo,4,81
181,Aegis,blacksmith,1680,Sofia Yunka,4,82
182,Aegis,blacksmith,1650,Elrik Lotus,4,83
183,Aegis,blacksmith,1644,Cheg Eins,4,84
184,Aegis,blacksmith,1629,Hikaru Yuuki,4,85
185,Aegis,blacksmith,1570,Coco Ichi,4,86
186,Aegis,blacksmith,1558,Buraishin Fenrilsoul,4,87
187,Aegis,blacksmith,1500,Azel Ahl,4,88
188,Aegis,blacksmith,1500,Ganzan Swygbyrt,4,89
189,Aegis,blacksmith,1495,Cedia Mori,4,90
190,Aegis,blacksmith,1456,Garrus Vakarian,4,91
191,Aegis,blacksmith,1442,Chibi Tama,4,92
192,Aegis,blacksmith,1437,Ciel Sky,4,93
193,Aegis,blacksmith,1368,Ukyo Otomeyuri,4,94
194,Aegis,blacksmith,1350,Aria Torakand,4,95
195,Aegis,blacksmith,1350,Pesama Hasebe,4,96
196,Aegis,blacksmith,1342,Riel Breilent,4,97
197,Aegis,blacksmith,1341,Aria Himesaki,4,98
198,Aegis,blacksmith,1341,Petit Petit,4,99
199,Aegis,blacksmith,1337,Sia Discordia,4,100
200,Aegis,armorer,370125,Azuki Kuriyama,4,1
201,Aegis,armorer,296877,Kuroku Swei,4,2
202,Aegis,armorer,280129,Hanns Freed,4,3
203,Aegis,armorer,204977,Bragi Hynett,4,4
204,Aegis,armorer,170770,Yuhka Ina,4,5
205,Aegis,armorer,166205,Blackthorn Stir,4,6
206,Aegis,armorer,140015,Shank Althyk,4,7
207,Aegis,armorer,137988,Kitten Wahrheit,4,8
208,Aegis,armorer,117355,Yuki Tsuki,4,9
209,Aegis,armorer,110583,Bulo Sylph,4,10
210,Aegis,armorer,104210,Earl Redpants,4,11
211,Aegis,armorer,92556,Takana Milkcocoa,4,12
212,Aegis,armorer,92398,Guran Mos,4,13
213,Aegis,armorer,72879,Kvarfolian Trifolion,4,14
214,Aegis,armorer,66657,Ryoko Kokoro,4,15
215,Aegis,armorer,53526,Yu Minesima,4,16
216,Aegis,armorer,47476,Kd Ager,4,17
217,Aegis,armorer,40277,Gregory Glover,4,18
218,Aegis,armorer,34507,Temari Uta,4,19
219,Aegis,armorer,34249,Ansye Remusat,4,20
220,Aegis,armorer,23847,Arisa Seraphim,4,21
221,Aegis,armorer,20789,Sere Spica,4,22
222,Aegis,armorer,19653,Aliceteed Zycc,4,23
223,Aegis,armorer,18657,Jacksonbird Al'akir,4,24
224,Aegis,armorer,17396,Rutile Ruu,4,25
225,Aegis,armorer,15119,Blue Prune,4,26
226,Aegis,armorer,14193,Renart Retriever,4,27
227,Aegis,armorer,11760,Rosa Alfinia,4,28
228,Aegis,armorer,11669,Yullin Heartilly,4,29
229,Aegis,armorer,10676,Lexar Wienzulf,4,30
230,Aegis,armorer,10475,Rera Kamuy,4,31
231,Aegis,armorer,9000,Goma Goma,4,32
232,Aegis,armorer,8860,Marimo Akan,4,33
233,Aegis,armorer,8670,Aina Gekkou,4,34
234,Aegis,armorer,8516,Bakka Teroyake,4,35
235,Aegis,armorer,8331,Selim Bradley,4,36
236,Aegis,armorer,8054,Yt Tt,4,37
237,Aegis,armorer,7933,Koma Chang,4,38
238,Aegis,armorer,7655,Man Hunt,4,39
239,Aegis,armorer,7621,Ainna Chon,4,40
240,Aegis,armorer,7557,Mana Claves,4,41
241,Aegis,armorer,7424,Gozen Lunch,4,42
242,Aegis,armorer,7148,Morg Ming,4,43
243,Aegis,armorer,7133,Hans Grete,4,44
244,Aegis,armorer,7062,Tan Popo,4,45
245,Aegis,armorer,6909,Aventa Doll,4,46
246,Aegis,armorer,6572,Spidewort Crown,4,47
247,Aegis,armorer,6513,Pofufu Pofu,4,48
248,Aegis,armorer,6438,Raima Nonoa,4,49
249,Aegis,armorer,6316,Emo Runa,4,50
250,Aegis,armorer,6211,Illumina Cranes,4,51
251,Aegis,armorer,6109,Roa Celestia,4,52
252,Aegis,armorer,5784,Shigure Amaashi,4,53
253,Aegis,armorer,5626,Sakurame Mea,4,54
254,Aegis,armorer,5617,Lord El-melloi,4,55
255,Aegis,armorer,5530,Magur'o Wasabi,4,56
256,Aegis,armorer,5364,Riku Ro,4,57
257,Aegis,armorer,5160,Nywawa Fenq,4,58
258,Aegis,armorer,5139,Calico Kitten,4,59
259,Aegis,armorer,5051,Kinugoshi Dofu,4,60
260,Aegis,armorer,4962,Gouto Holly,4,61
261,Aegis,armorer,4947,Nezi Hephaistos,4,62
262,Aegis,armorer,4738,Ohayou San,4,63
263,Aegis,armorer,4710,Akatuki Sion,4,64
264,Aegis,armorer,4646,Sherry Ealdred,4,65
265,Aegis,armorer,4540,Mona Dettabro,4,66
266,Aegis,armorer,4500,Nakuru Hawk,4,67
267,Aegis,armorer,4394,Chili Red,4,68
268,Aegis,armorer,4202,Altoplus Cm,4,69
269,Aegis,armorer,4116,Waka April,4,70
270,Aegis,armorer,4050,Roc Bouquet,4,71
271,Aegis,armorer,3984,Lathi Nightbreed,4,72
272,Aegis,armorer,3984,Shion Mcqueen,4,73
273,Aegis,armorer,3854,Jeremiah- Gottwald,4,74
274,Aegis,armorer,3853,Uo Tami,4,75
275,Aegis,armorer,3750,Fire Flower,4,76
276,Aegis,armorer,3632,Take End,4,77
277,Aegis,armorer,3433,Seseshi Tughril,4,78
278,Aegis,armorer,3421,Sumi Matsuno,4,79
279,Aegis,armorer,3359,Merlot Leiyu,4,80
280,Aegis,armorer,3342,Rosa Rosso,4,81
281,Aegis,armorer,3318,Ayleth Stark,4,82
282,Aegis,armorer,3213,Pooh Thunderbolt,4,83
283,Aegis,armorer,3172,Tessera Sera,4,84
284,Aegis,armorer,3145,Ham Sakura,4,85
285,Aegis,armorer,3114,Noelle Serenade,4,86
286,Aegis,armorer,3096,Krone Silvia,4,87
287,Aegis,armorer,3083,Altana Persimmon,4,88
288,Aegis,armorer,3038,Milky Kitten,4,89
289,Aegis,armorer,3021,Felix Amber,4,90
290,Aegis,armorer,2969,Mog Apo,4,91
291,Aegis,armorer,2964,Rin Ootori,4,92
292,Aegis,armorer,2915,Yorozuya Watti,4,93
293,Aegis,armorer,2907,Mine Laves,4,94
294,Aegis,armorer,2905,Aoi Lego,4,95
295,Aegis,armorer,2747,Lunarith Cielgris,4,96
296,Aegis,armorer,2730,Kayaya Kaya,4,97
297,Aegis,armorer,2717,Lolobon Terapin,4,98
298,Aegis,armorer,2700,Boys Absolute,4,99
299,Aegis,armorer,2695,Yokato Shamblo,4,100
300,Aegis,goldsmith,504261,Hey Bee,4,1
301,Aegis,goldsmith,444829,Akiti Ar,4,2
302,Aegis,goldsmith,362301,Kan Sun,4,3
303,Aegis,goldsmith,153060,Als Wing,4,4
304,Aegis,goldsmith,100125,Hiro Joker,4,5
305,Aegis,goldsmith,82854,Quasar Arthur,4,6
306,Aegis,goldsmith,79767,Chamalog Rei,4,7
307,Aegis,goldsmith,71373,Hyon Ex,4,8
308,Aegis,goldsmith,65772,Mado Sd,4,9
309,Aegis,goldsmith,64383,Gavial Noi,4,10
310,Aegis,goldsmith,63600,Tukiko Amano,4,11
311,Aegis,goldsmith,62427,Five Millimeter,4,12
312,Aegis,goldsmith,52652,Arianna Freya,4,13
313,Aegis,goldsmith,50783,Yu Minesima,4,14
314,Aegis,goldsmith,45520,Merst Clover,4,15
315,Aegis,goldsmith,42750,Air Real,4,16
316,Aegis,goldsmith,39291,Tama Tomi,4,17
317,Aegis,goldsmith,32034,Schwalt Wheeler,4,18
318,Aegis,goldsmith,27578,Fiona Animato,4,19
319,Aegis,goldsmith,27283,Luthier Clarion,4,20
320,Aegis,goldsmith,18652,Issac Ex,4,21
321,Aegis,goldsmith,16563,Lexington Tatamaya,4,22
322,Aegis,goldsmith,15356,Morse Shepard,4,23
323,Aegis,goldsmith,11942,Mel Enger,4,24
324,Aegis,goldsmith,11287,Wascha Luminous,4,25
325,Aegis,goldsmith,9389,Fyidoaa Titan,4,26
326,Aegis,goldsmith,9000,Oa Alba,4,27
327,Aegis,goldsmith,8351,Hitomi Majyo,4,28
328,Aegis,goldsmith,7707,Mairo Lin,4,29
329,Aegis,goldsmith,7058,Rui Mutsuki,4,30
330,Aegis,goldsmith,6586,Jacksonbird Al'akir,4,31
331,Aegis,goldsmith,6450,Chao Zoo,4,32
332,Aegis,goldsmith,6354,Amalthea Imsheep,4,33
333,Aegis,goldsmith,6168,Yuri White,4,34
334,Aegis,goldsmith,6052,Mutsu Tukumo,4,35
335,Aegis,goldsmith,5938,Neun Nine,4,36
336,Aegis,goldsmith,5933,Ai Kasa,4,37
337,Aegis,goldsmith,5861,Storoh Denman,4,38
338,Aegis,goldsmith,5493,Alpha Le'coeur,4,39
339,Aegis,goldsmith,5441,Flower Mokuren,4,40
340,Aegis,goldsmith,5433,Licca Fancy,4,41
341,Aegis,goldsmith,5318,Pink Fox,4,42
342,Aegis,goldsmith,4950,Murasaki Hime,4,43
343,Aegis,goldsmith,4750,Yu Antares,4,44
344,Aegis,goldsmith,4429,Kanon Beilschmidt,4,45
345,Aegis,goldsmith,4345,Ran Legend,4,46
346,Aegis,goldsmith,4309,Ashworth Xiv,4,47
347,Aegis,goldsmith,4211,Umyu Kamui,4,48
348,Aegis,goldsmith,4077,Maha Agreian,4,49
349,Aegis,goldsmith,4061,Kirimi Sakana,4,50
350,Aegis,goldsmith,4010,Tawachi Wizwiz,4,51
351,Aegis,goldsmith,3807,Yoru Stark,4,52
352,Aegis,goldsmith,3655,Majesty Zero,4,53
353,Aegis,goldsmith,3589,Darupon Goat,4,54
354,Aegis,goldsmith,3492,Jyuki Iruka,4,55
355,Aegis,goldsmith,3487,Sakuya Tachlbana,4,56
356,Aegis,goldsmith,3334,Zito Eye,4,57
357,Aegis,goldsmith,3218,Mizuki Redfield,4,58
358,Aegis,goldsmith,3148,Alice Halevy,4,59
359,Aegis,goldsmith,3077,L'ucia Amih,4,60
360,Aegis,goldsmith,3028,Felix Amber,4,61
361,Aegis,goldsmith,2996,Chess Cat,4,62
362,Aegis,goldsmith,2979,Lemu Acell,4,63
363,Aegis,goldsmith,2975,Ruruku Ruku,4,64
364,Aegis,goldsmith,2932,Lauren Una,4,65
365,Aegis,goldsmith,2932,Pon Dudu,4,66
366,Aegis,goldsmith,2882,Pon Caminel,4,67
367,Aegis,goldsmith,2781,Nashiro Chord,4,68
368,Aegis,goldsmith,2751,Jeph Durandal,4,69
369,Aegis,goldsmith,2723,Leona Rieveldt,4,70
370,Aegis,goldsmith,2723,Okome Wilder,4,71
371,Aegis,goldsmith,2694,Wyrm Astonisher,4,72
372,Aegis,goldsmith,2607,Ama Chan,4,73
373,Aegis,goldsmith,2574,Remo Tea,4,74
374,Aegis,goldsmith,2548,Kiina Mint,4,75
375,Aegis,goldsmith,2515,Gaul Mitsuki,4,76
376,Aegis,goldsmith,2350,Nero Aliapoh,4,77
377,Aegis,goldsmith,2305,Saki Bravery,4,78
378,Aegis,goldsmith,2234,Yam Yammy,4,79
379,Aegis,goldsmith,2196,Ichinose Kuroneko,4,80
380,Aegis,goldsmith,2171,Eruza Scarlet,4,81
381,Aegis,goldsmith,2168,Kyouka Michelle,4,82
382,Aegis,goldsmith,2145,Victory Gg,4,83
383,Aegis,goldsmith,2122,Siellu Umbra,4,84
384,Aegis,goldsmith,2100,Rud Coneflower,4,85
385,Aegis,goldsmith,2091,Fon Kahiros,4,86
386,Aegis,goldsmith,2089,Wao Miqotte,4,87
387,Aegis,goldsmith,2083,Susa Ivory,4,88
388,Aegis,goldsmith,2010,Fanta Distortion,4,89
389,Aegis,goldsmith,2010,Waha Empress,4,90
390,Aegis,goldsmith,1946,Nachtigal Po,4,91
391,Aegis,goldsmith,1943,Daddy Daddy,4,92
392,Aegis,goldsmith,1920,Arc Chere,4,93
393,Aegis,goldsmith,1855,Rita Melpheus,4,94
394,Aegis,goldsmith,1837,Tomato Stew,4,95
395,Aegis,goldsmith,1803,Lefty Noel,4,96
396,Aegis,goldsmith,1800,Gouto Holly,4,97
397,Aegis,goldsmith,1792,Akane Kurusu,4,98
398,Aegis,goldsmith,1791,Sifon Endlight,4,99
399,Aegis,goldsmith,1781,Nanaki Kusunoki,4,100
400,Aegis,leatherworker,480211,Koma Chang,4,1
401,Aegis,leatherworker,424654,Luther Wingfield,4,2
402,Aegis,leatherworker,314105,Irina Yaharage,4,3
403,Aegis,leatherworker,184046,Azi Poyo,4,4
404,Aegis,leatherworker,155812,True Moon,4,5
405,Aegis,leatherworker,145807,Monokeros Killcal,4,6
406,Aegis,leatherworker,135613,Kankan Draphfarmer,4,7
407,Aegis,leatherworker,112717,Ecoco Eco,4,8
408,Aegis,leatherworker,90910,Gat' Ito,4,9
409,Aegis,leatherworker,90485,Ally Iryumu,4,10
410,Aegis,leatherworker,74521,Rilke Quartz,4,11
411,Aegis,leatherworker,52130,Saq Ino,4,12
412,Aegis,leatherworker,38996,Victory Gg,4,13
413,Aegis,leatherworker,33415,Guruna La,4,14
414,Aegis,leatherworker,15433,Tempt Toy,4,15
415,Aegis,leatherworker,11364,Hinata Todo,4,16
416,Aegis,leatherworker,7923,J'abber Wock,4,17
417,Aegis,leatherworker,7419,Elrik Lotus,4,18
418,Aegis,leatherworker,7320,Moco Sugar,4,19
419,Aegis,leatherworker,7282,Schelm Wildkatze,4,20
420,Aegis,leatherworker,7227,Jacksonbird Al'akir,4,21
421,Aegis,leatherworker,6660,Kurusu Larb,4,22
422,Aegis,leatherworker,6444,Edge Burns,4,23
423,Aegis,leatherworker,6321,Fritz Fleetwood,4,24
424,Aegis,leatherworker,6116,Itsuki Yu,4,25
425,Aegis,leatherworker,6008,Rowena Blackthorn,4,26
426,Aegis,leatherworker,5617,Name Row,4,27
427,Aegis,leatherworker,5520,Marcus Deraven,4,28
428,Aegis,leatherworker,5077,Faye Andrea,4,29
429,Aegis,leatherworker,4882,Silverna Vanille,4,30
430,Aegis,leatherworker,4818,Omoti Moti,4,31
431,Aegis,leatherworker,4779,Crown Allen,4,32
432,Aegis,leatherworker,4731,Cotton Ashdale,4,33
433,Aegis,leatherworker,4589,Kiyo Matsu,4,34
434,Aegis,leatherworker,4384,Junpei Tadano,4,35
435,Aegis,leatherworker,4105,Lain Lain,4,36
436,Aegis,leatherworker,4089,Seki Robbins,4,37
437,Aegis,leatherworker,4044,Eliza Garcia,4,38
438,Aegis,leatherworker,3760,Sakura Crow,4,39
439,Aegis,leatherworker,3652,Rana Rona,4,40
440,Aegis,leatherworker,3625,Icy Liam,4,41
441,Aegis,leatherworker,3613,Rai Kano,4,42
442,Aegis,leatherworker,3491,Hershey Kisses,4,43
443,Aegis,leatherworker,3370,King Kujira,4,44
444,Aegis,leatherworker,3300,Alisa Re,4,45
445,Aegis,leatherworker,3266,Tanuki Tangyuan,4,46
446,Aegis,leatherworker,3131,Shiro Silver,4,47
447,Aegis,leatherworker,2970,Cedia Mori,4,48
448,Aegis,leatherworker,2901,Milky Kitten,4,49
449,Aegis,leatherworker,2695,Syu Reak,4,50
450,Aegis,leatherworker,2617,Popoyon Poporon,4,51
451,Aegis,leatherworker,2488,Katuwo Soboro,4,52
452,Aegis,leatherworker,2306,Gouto Holly,4,53
453,Aegis,leatherworker,2292,L'ucia Amih,4,54
454,Aegis,leatherworker,2257,Quasar Arthur,4,55
455,Aegis,leatherworker,2227,Nemu Levitt,4,56
456,Aegis,leatherworker,2196,Atton Yakizake,4,57
457,Aegis,leatherworker,2189,Amalthea Imsheep,4,58
458,Aegis,leatherworker,2143,Chiru Wan,4,59
459,Aegis,leatherworker,2063,Jyuki Iruka,4,60
460,Aegis,leatherworker,2018,Semuer Byregot,4,61
461,Aegis,leatherworker,2010,Ion Izzet,4,62
462,Aegis,leatherworker,1975,Nywawa Fenq,4,63
463,Aegis,leatherworker,1974,Sania Amituki,4,64
464,Aegis,leatherworker,1956,Kurogane Tia,4,65
465,Aegis,leatherworker,1952,Crain Valis,4,66
466,Aegis,leatherworker,1950,Hina Kotori,4,67
467,Aegis,leatherworker,1918,Syou Chan,4,68
468,Aegis,leatherworker,1830,Makkun Strike,4,69
469,Aegis,leatherworker,1750,Finely Ghana,4,70
470,Aegis,leatherworker,1747,Nachtigal Po,4,71
471,Aegis,leatherworker,1745,Sharlotte Beart,4,72
472,Aegis,leatherworker,1740,Mello Colon,4,73
473,Aegis,leatherworker,1724,Shadow Glaive,4,74
474,Aegis,leatherworker,1706,Okome Wilder,4,75
475,Aegis,leatherworker,1700,Codex Bookmarker,4,76
476,Aegis,leatherworker,1676,Wolf Raines,4,77
477,Aegis,leatherworker,1598,Gintoki Tomoe,4,78
478,Aegis,leatherworker,1572,Popful Poppy,4,79
479,Aegis,leatherworker,1570,Potya Proto,4,80
480,Aegis,leatherworker,1525,Uta Crest,4,81
481,Aegis,leatherworker,1458,Ruruku Ruku,4,82
482,Aegis,leatherworker,1413,Satori Satorain,4,83
483,Aegis,leatherworker,1386,Coco Allure,4,84
484,Aegis,leatherworker,1371,Hoshi Don-,4,85
485,Aegis,leatherworker,1338,Frang Moriarty,4,86
486,Aegis,leatherworker,1334,Navy Apocrypha,4,87
487,Aegis,leatherworker,1301,Kunel Matanel,4,88
488,Aegis,leatherworker,1288,Shiina Langley,4,89
489,Aegis,leatherworker,1273,Nashiro Chord,4,90
490,Aegis,leatherworker,1252,Vivicco Victoria,4,91
491,Aegis,leatherworker,1198,Noa En,4,92
492,Aegis,leatherworker,1170,Mizer Pryna,4,93
493,Aegis,leatherworker,1160,Elflan Myosotis,4,94
494,Aegis,leatherworker,1129,Dachs Skarlet,4,95
